Ryan Adams,Versions,File Type,
"7-16-2017 / Berlin, Germany / Tempodrom (Zoom2) (mn)",AUD,FLAC,
"7-28-2017 / St. Paul, MN / Palace Theater ",AUD,FLAC,
"7-30-2017 / Milwaukee, WI / Riverside Theater (Sony PCM)",AUD,FLAC,
"8-5-2017 / Saint Charles, IA / Avenue of the Saints Amphitheater and Event Center",AUD,FLAC,
"8-9-2017 / Copenhagen, Denmark / Vega (CA-14)",AUD,FLAC,
"8-10-2017 / Oslo, Norway / Oya Festival",AUD,FLAC,
"8-16-2017 / Utrecht, Holland / Tivoli Vredenburg Main Hall (R09) (dutch masters)",AUD,FLAC,
"8-17-2017 / Hasselt, Belgium / Domein Kiewit - Pukkelpop",SBD,FLAC,
"9-15-2017 / Edinburgh, Scotland / Usher Hall (Edirol R09)",AUD,FLAC,
"9-17-2017 / Gateshead, England / The Sage (SP-CMC-20)",AUD,FLAC,
"9-18-2017 / Leeds, England / O2 Academy (SP-CMC-20)",AUD,FLAC,
9-21-2017 / Cambridge / Corn Exchange (Tascam DR05) (tomtomrecording009),AUD,FLAC,
"9-22-2017 / London, UK / Royal Albert Hall (CA-11s) (powermonkey)",AUD,FLAC,
"10-11-2017 / Irving, TX / Toyota Music Factory (SP-TFB-2) (whotapes)",AUD,FLAC,
,,,
[2018],,,
"5-5-2018 / New Orleans, LA / Saenger Performing Arts Theater (j. carlson)",AUD,FLAC 24,
"6-12-2018 / Salt Lake City, UT / Red Butte Garden",AUD,FLAC,
"6-14-2018 / Morrison, CO / Red Rocks Amphitheatre (ms)",AUD,FLAC,
,,,
[2021],,,
"8-3-2021 / Los Angeles, CA / Live at Home (Cold Roses Set) (Webstream from Instagram)",WEB,FLAC,
,,,
[2022],,,
"5-17-2022 / Philadelphia, PA / Academy of Music (Schoeps MK41s) (joe burns)",AUD,FLAC 24,
"5-18-2022 / New York, NY / Beacon Theatre (Zoom H2) (bronxapostle)",AUD,FLAC,
"5-20-2022 / Boston, MA / Shubert Theater (Tascam DR-05) (unk)",AUD,MP3,
"5-20-2022 / Boston, MA / Shubert Theatre (ECM-MS907) (jim kelly)",AUD,FLAC,
"5-20-2022 / Boston, MA / Shubert Theatre (Samsung Galaxy S21) (eddy remaster)",AUD,FLAC,
"5-21-2022 / New Brunswick, NJ / State Theater (iPhone 10X) (dave thomas)",AUD,MP3,
"10-21-2022 / Minneapolis, MN / State Theatre (Zoom H2) (midwest sounds)",AUD,FLAC,
"11-29-2022 / Omaha, NE / Holland Performing Arts Center (Tascam iM2W) (ms)",AUD,FLAC,
,,,
[2023],,,
"3-18-2023 / Federal Way, WA / Federal Way Performing Arts & Event Center (SP-CMC-8) (chris bold)",AUD,FLAC 24,
"3-30-2023 / Bensalem, PA / Parx Casino (Schoeps MK41s) (joe burns) ",AUD,FLAC 24,
"3-31-2023 / Chester, NY / Sugar Loaf Performing Arts Center (Zoom H2) (bronxapostle) ",AUD,FLAC,
"4-11-2023 / Birmingham, UK / Symphony Hall - WAV(M) (Samsung S21) (spaldz) ",AUD,FLAC 24,
"4-12-2023 / Nottingham, UK / Royal Concert Hall (SP mics) (soledriver)",AUD,FLAC,
"4-14-2023 / York, England / Barbican (Samsung A20) (unk)",AUD,FLAC,
"4-17-2023 / Bristol, UK / Hippodrome Theatre (iPhone SE) (welshylad) ",AUD,FLAC,
"4-19-2023 / London, UK / London Palladium (Rode Smartlav) (banjo phil)",AUD,FLAC,
"4-22-2023 / Haarlem, The Netherlands / Phil (Edirol R09) (otto)",AUD,FLAC,
"4-23-2023 / Brussels, Belgium / Cirque Royal (Olympus DM5) (steven)",AUD,FLAC,
"6-13-2023 / Orlando, FL / Steinmetz Hall (SP-BMC-12) (rusintampa) ",AUD,FLAC,
"8-5-2023 / Waterbury, CT / Palace Theater (Sony ECM DS70P) (ceddy)",AUD,FLAC,
"8-5-2023 / Waterbury, CT / Palace Theater (Sony ECMDS7-P + Zoom H2 + Samsung Galaxy S21) (eddy, bronxapostle, eddy) ",MIX,FLAC,
"8-8-2023 / Portsmouth, NH / Music Hall (Samsung Galaxy S21) (eddy remaster)",AUD,FLAC,
"8-8-2023 / Portsmouth, NH / The Music Hall (Schoeps MK4V) (jim kelly)",AUD,FLAC 24,
"8-9-2023 / Portsmouth, NH / Music Hall (Samsung Galaxy S21) (eddy remaster)",AUD,FLAC,
"8-11-2023 / Brooklyn, NY / Kings Theatre (CA-11) (larryrulz)",AUD,FLAC,
"8-16-2023 / St. Petersburg, FL / Mahaffey Theater (SP-BMC-12) (rustintampa) ",AUD,FLAC,
"8-20-2023 / Tampa, FL / MidFlorida Credit Union Amphitheater (Zoom H2) (lose your future)",AUD,FLAC,
,,,
[2024],,,
"6-8-2024 / Menlo Park, CA / Guild Theatre (unk)",AUD,FLAC,
"6-16-2024 / New Orleans, LA / Joy Theater (Sony PCM-A10) (ryan fisher) ",AUD,FLAC,
"8-16-2024 / Glenside, PA / Keswick Theatre (Gefell's M21) (nicky c)",AUD,FLAC 24,
"9-20-2024 / York, England / Barbican (Solo Acoustic) (Samsung A20) (unk)",AUD,FLAC,
"9-22-2024 / Edinburgh, Scotland / Usher Hall (Edirol R-09) (westhill) ",AUD,FLAC 24,
"9-25-2024 / Wolverhampton, UK / Wulfrun Hall - WAV(M) (Samsung S21) (spaldz) ",AUD,FLAC 24,
"10-6-2024 / London, England / Cadogan Hall (Sennheiser AMBEO) (greg valiquette) ",AUD,FLAC 24,
,,,
[2025],,,
"3-21-2025 / Musikhuset, Denmark / Arhus (SP-CMC-8) (rcm) ",AUD,FLAC 24,
"3-22-2025 / Hamburg, Germany / Laeiszhalle (SP-CMC-8) (rcm) ",AUD,FLAC 24,
"3-24-2025 / Milano, Italy / Teatro Dal Verme (SP-SPSB) (zuma66)",AUD,FLAC,
"5-24-2025 / Houston, TX / Heights Theater (Sony PCM-A10) (ryan fisher)",AUD,FLAC,
"5-25-2025 / Dallas, TX / Longhorn Ballroom (Sony PCM-A10) (ryan fisher)",AUD,FLAC,
"6-16-2025 / Des Moines, IA / Hoyt Sherman Place (Tascam iM2) (ms)",AUD,FLAC,
"6-17-2025 / Davenport, IA / Capitol Theatre (iPhone 12) (michael spies)",AUD,MP3,
"7-11-2025 / Springfield, MA / Symphony Hall (Sony PCM-A10) (hardrain62)",AUD,FLAC 24,
"7-11-2025 / Springfield, MA / Symphony Hall (Sony PCM-A10) (unk) (fixed)",AUD,FLAC 24,
"7-15-2025 / Glenside, PA / Keswick Theater (Gefell M21) (nicky c) ",AUD,FLAC 24,
"7-27-2025 / St. Petersburg, FL - Mahaffey Theater (SP-BMC-12) (rustintampa) ",AUD,FLAC,
"9-20-2025 / Washington, DC / The Hamilton (CA-14) (unk)",AUD,FLAC 24,
,,,
[MISC],,,
3-XX-1994 - Space Madness Sessions,,FLAC,
The Lazy Stars Sessions (1994),,FLAC,
"Bedhead 5 ""What Will Happen Next""",,FLAC,
Black Clouds - Love is Hell Sessions,,FLAC,
Exile On Franklin Street (Promo CD),,FLAC,
Whiskeytown LP3 (Pneumonia),,FLAC,
Elizabethtown Sessions Live,,FLAC,
Rough & Mellow (1994-2014) Unreleased Live Songs,,FLAC,
Sing You A Song (1998-2014) Jam & Improv Collection,,FLAC,
Destroyer Sessions (2000),,FLAC,
"Ryan Adams - Nashville, TN - The Suicide Handbook Sessions (2001)",,FLAC,
Ryan Adams - iTunes Session (2012),,FLAC,
Ryan Adams - Live In Jamaica (2003),,DVD,
,,,
[OFFICIAL RELEASES],,,
Ryan Adams - Heartbreaker (2000) (Deluxe Edition - HDTracks 2016) (24/96) ,,FLAC HD,
Ryan Adams - 2001 - Gold (2002 SACD Multichannel Ed.) (24/96) ,,FLAC HD,
Ryan Adams - Rock N Roll (2003) (2014) (24/96),,FLAC HD,
Ryan Adams & The Cardinals - Cold Roses (2005) (2014 HDTracks (24/96),,FLAC HD,
Ryan Adams - Easy Tiger (2007) HDTracks (2014) (24/88.2),,FLAC HD,
Ryan Adams - Ashes & Fire (2011) 2014 HDTracks (24/96),,FLAC HD,
Ryan Adams - Live After Deaf (2012),,FLAC,
Ryan Adams & The Cardinals - Follow The Lights (2014) (24/88.2) ,,FLAC HD,
Ryan Adams - 29 (2014) (24/96),,FLAC HD,
Ryan Adams - Ryan Adams (2014) HDTracks (24/96),,FLAC HD,
Ryan Adams - Love Is Hell (2014) (24/96) ,,FLAC HD,
Ryan Adams - Love Is Hell Pt. 1 (Europe) {981366-6} (2003),,FLAC,
Ryan Adams - Love Is Hell Pt. 1 {B0001548-02} (2003),,FLAC,
Ryan Adams - Love Is Hell Pt. 2 (Europe) {981 366-7} (2003),,FLAC,
Ryan Adams - Love Is Hell Pt. 2 {B0001549-02} (2003),,FLAC,
Ryan Adams - 1984 (2014),,FLAC,
Ryan Adams - Burn In The Night EP (2015),,FLAC  ,
Ryan Adams - Ten Songs From Live At Carnegie Hall {B002263402} (2015),,FLAC ,
Ryan Adams - Live At Carnegie Hall (2015 HDTracks) (24/96),,FLAC HD,
Ryan Adams - 1989 (2015) (24/192) ,,FLAC HD,
Ryan Adams - Prisoner (2017) (24/96),,FLAC HD,
Ryan Adams - Prisoner - End of World Edition - B-Sides (Pax-Am Records 2017) (24/96) ,,FLAC HD,
Ryan Adams - Wednesdays (2020) (24/48) ,,FLAC HD,
Ryan Adams - Big Colors (2021) (24/48),,FLAC HD,
Ryan Adams - Chris (2022),,FLAC  ,
Ryan Adams - Romeo & Juliet (PAXAM Bonus Tracks) (2022),,FLAC  ,
Ryan Adams - FM (2022),,FLAC,
Ryan Adams - Devolver (2022) (24/44.1),,FLAC HD,
Ryan Adams - Blackhole (2024),,FLAC,
Ryan Adams - Self Portrait {0199538050967} (2025) (24-44.1),,FLAC HD,
Ryan Adams - Heartbreaker (25th Anniversary Edition) {PAX-AM 085} (2025),,FLAC,
Ryan Adams - Another Wednesday {PAXAM0083CD} (2025),,FLAC,
,,,
[SINGLES],,,
Ryan Adams - This Is It (EU CDS) {0602498621493} (2004) ,,FLAC,
Ryan Adams - Wonderwall (CDS 1) {602498630976} (2004) ,,FLAC,
Ryan Adams - Wonderwall (CDS 2) {602498630983} (2004),,FLAC,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
Whiskeytown,Versions,File Type,
Drive - B,,,
,,,
,,,
[1995],,,
"1-15-1995 / Chapel Hill, NC / Local 506 - DAT(M) (CSB) (mrpember)",AUD,FLAC,
"1-28-1995 / Raleigh, NC / WKNC - Smash Hits Opry (ross)",preFM,FLAC,
"5-25-1995 / Carrboro, NC / Cat's Cradle",SBD,FLAC,
"5-25-1995 / Carrboro, NC / Cat's Cradle - DAT(M) (mr pember)",SBD,FLAC,
"7-15-1995 / Raleigh, NC / The Brewery (Sennheiser 421) (jim w.) ",AUD,FLAC,
"11-18-1995 / Raleigh, NC / The Brewery - DAT(M) (CSB) (mr pember)",AUD,FLAC,
,,,
[1996],,,
"1-26-1996 / Raleigh, NC / The Brewery / DAT(M) (CSB) (mrpember)",AUD,FLAC,
"3-16-1996 / Austin, TX / SXSW Showcase",SBD,FLAC,
,,,
[1997],,,
"3-26-1997 / San Francisco, CA / Great American Music Hall",SBD,FLAC,
"9-6-1997 / Austin, TX / Electric Lounge",SBD,FLAC,
"9-13-1997 / San Francisco, CA / Bottom of the Hill - ANA(M) (ECM-909) (tjcruz) ",AUD,FLAC,
"9-17-1997 / Portland, OR / Berbati's Pan",AUD,FLAC,
"10-29-1997 / Iowa City, IA / Gunnerz",SBD,FLAC,
,,,
[1998],,,
"1-26-1998 / Austin, TX / Austin City Limits",TV,DVD,
"2-11-1998 / Eugene, OR / Wild Duck Inn (unk) ",AUD,FLAC,
"3-25-1998 / Chicago, IL / Cabaret Metro",FM,FLAC,
"4-2-1998 / Washington, D.C. / The Bayou (unk) ",AUD,FLAC,
"4-11-1998 / Atlanta, GA / Variety Playhouse (unk)",AUD,FLAC,
"9-9-1998 / Los Angeles, CA / Whiskey-A-Go-Go",AUD,FLAC,
"9-10-1998 / Los Angeles, CA / Whiskey-A-Go-Go",AUD,FLAC,
,,,
[MISC],,,
Forever Valentine (1997),SBD,FLAC,
1994-1995 - Drunken Confessions,SBD,FLAC,
1998 - Complete Fucker,,,
Whiskeytown - Rural Free Delivery EP (1997),,FLAC,
