Primus,Versions,File Type,
"12-31-2013 / Oakland, CA / Fox Theater (CSBs) (rockthemullet)",AUD #2,FLAC,
,,,
[2014],,,
"1-27-2014 / Sydney, Australia / The Metro Theatre (Tascam DR08) (tas-bastard)",AUD,FLAC,
"5-1-2014 / Las Vegas, NV / Brooklyn Bowl (CA-14s)",AUD,FLAC,
"5-2-2014 / Las Vegas, NV / Brooklyn Bowl (CA-14s)",AUD,FLAC,
"5-3-2014 / Las Vegas, NV / Brooklyn Bowl (CA-14s)",AUD,FLAC,
"5-21-2014 / Portsmouth, VA / Ntelos Wireless Pavilion (iRig Condenser>iphone 5) (evildedd)",AUD,FLAC,
"5-22-2014 / Cleveland, OH / Jacob's Pavilion - Nautica Stage (2 source mix) (MBHO KA200N + Tascam DR-2d) (ghostwheel)",MIX,FLAC,
"5-22-2014 / Cleveland, OH / Jacob's Pavilion - Nautica Stage (MBHO KA200N)",AUD,FLAC,
"5-23-2014 / Chilicothe, IL / Summercamp Music Festival (Schoeps M934b) (tonedeaf)",AUD,FLAC 24,
"6-22-2014 / North Tonawanda, NY / Gratwick Park (MBHO KA200N)",AUD #1,FLAC,
"6-22-2014 / North Tonawanda, NY / Gratwick Park (AT853) (beatkilla)",AUD #2,FLAC,
"6-22-2014 / North Tonawanda, NY / Gratwick Park (CSB) (ghostwheel productions)",AUD #3,FLAC,
"6-24-2014 / Port Chester, NY / Capitol Theatre (Schoeps MK41s) (spitback)",AUD #1,FLAC 24,
"6-24-2014 / Port Chester, NY / Capitol Theatre (unk)",AUD #2,FLAC,
"6-24-2014 / Port Chester, NY / Capitol Theatre (CA-11) (leifh)",AUD #3,FLAC,
"6-25-2014 / Portland, ME / State Theatre (CA-11) (leifh)",AUD #1,FLAC,
"6-25-2014 / Portland, ME / State Theatre (AT853)",AUD #2,FLAC,
"6-27-2014 / Big Flats, NY / Tag's Summer Stage (CSB) (ghostwheel productions)",AUD #1,FLAC,
"6-27-2014 / Big Flats, NY / Tag's Summer Stage (MBHO KA200N)",AUD #2,FLAC,
"6-29-2014 / Silver Spring, MD / The Fillmore (Tascam DR-05)",AUD,FLAC,
"10-24-2014 / Albany, NY / Palace Theatre (CA-11) (ed guidry)",AUD,FLAC,
"10-25-2014 / Boston, MA / The Orpheum (Sony PCM-M10) (ericcagle)",AUD #1,FLAC,
"10-25-2014 / Boston, MA / The Orpheum (Superlux s502) (rc mezzanie)",AUD #2,FLAC,
"10-28-2014 / Waterbury, CT / Palace Theater (TEAC VR-10) (planet fun camp)",AUD,FLAC,
"10-29-2014 / Baltimore, MD / Hippodrome Theatre (AT943) (whitenite)",AUD,FLAC,
"10-31-2014 / New York, NY / Beacon Theatre (MBHO KA200N)",AUD,FLAC,
"11-1-2014 / New Brunswick, NJ / State Theatre (CSB)",AUD #1,FLAC,
"11-1-2014 / New Brunswick, NJ / State Theatre (Zoom H4N)",AUD #2,FLAC 24,
"11-2-2014 / Rochester, NY / Main St. Armory (CA14s) (bigdaddybflo)",AUD #1,FLAC,
"11-2-2014 / Rochester, NY / Main St. Armory (MBHO KA200N) ",AUD #2,FLAC,
"11-7-2014 / Cincinatti, OH / Taft Theatre (MK41)",AUD,FLAC,
"11-16-2014 / Dallas, TX / Majestic Theatre (SP-CMC-08s) (whotapes)",AUD,FLAC,
"11-19-2014 / Phoenix, AZ / Orpheum Theatre (AT853)",AUD,FLAC 24,
"12-31-2014 / Oakland, CA / Fox Theater (CSBs) (rockthemullet)",AUD #1,FLAC,
"12-31-2014 / Oakland, CA / Fox Theater (2 source mix) (CA-11 + Tascam DR-05) (bruce burnett)",MIX,FLAC,
"12-31-2014 / Oakland, CA / Fox Theater (CA-11) (leifh)",AUD #3,FLAC,
"12-31-2014 / Oakland, CA / Fox Theater (Zoom H2n)",AUD #4,FLAC,
,,,
[2015],,,
"1-2-2015 / Portland, OR / Arlene Schnizter Concert Hall (CA-11) (leifh)",AUD,FLAC 24,
"1-3-2015 / Seattle, WA / Paramount Theatre (CA-11) (leifh)",AUD,FLAC,
"4-8-2015 / Minneapolis, MN / State Theatre (CA-14) ",AUD,FLAC,
"4-17-2015 / Louisville, KY / Louisville Palace (Schoeps MK4v)",AUD,FLAC,
"4-21-2015 / Syracuse, NY / Landmark Theatre (MBHO KA200N)",AUD #1,FLAC,
"4-21-2015 / Syracuse, NY / Landmark Theatre (CSB)",AUD #2,FLAC,
"4-24-2015 / Hershey, PA / Hershey Theater (Schoeps MK4)",AUD #1,FLAC,
"4-24-2015 / Hershey, PA / Hershey Theater (MBHO KA200N)",AUD #2,FLAC,
"4-25-2015 / Huntington, NY / The Paramount (CSB)",AUD,FLAC,
"4-28-2015 / Peoria, IL / Peoria Civic Center (CSB)",AUD,FLAC,
"4-30-2015 / Houston, TX / Bayou Music Center (Olympus ME 51S) (randy gardner)",AUD,FLAC,
"5-7-2015 / Morrison, CO / Red Rocks Amphitheatre (CA-14)",AUD #1,FLAC,
"5-7-2015 / Morrison, CO / Red Rocks Amphitheatre (CA-14) (neal olson)",AUD #2,FLAC,
"6-13-2015 / Milan, Italy / Carroponte (Soundman OKM-IIR) (elliot)",AUD,FLAC,
"6-20-2015 / Cologne, Germany / Live Music Hall (Soundman OKM-IIR) (elliot)",AUD,FLAC,
"6-24-2015 / Manchester, UK / 02 Apollo (SP-CMC-8) (unk)",AUD,FLAC,
"7-20-2015 / Charlotte, NC / The Fillmore (Various sources) (univonc)",MIX,FLAC,
"7-25-2015 / Boston, MA / Blue Hills Bank Pavilion (CSB) (leifh)",AUD,FLAC,
"7-27-2015 / Portland, ME / Thompson's Point (CA-11) (unk)",AUD #1,FLAC,
"7-27-2015 / Portland, ME / Thompson's Point (CSB) (leifh)",AUD #2,FLAC,
"7-28-2015 / Holyoke, MA / Mountain Park (CSB) (leifh)",AUD,FLAC,
"7-30-2015 / New York, NY / Pier 97/Hudson River Park (CA-11) (leifh)",AUD,FLAC,
"8-1-2015 / Columbus, OH / Lifestyle Communities Pavilion Outdoor Amphitheatre (CSB) (leifh)",AUD,FLAC,
"8-4-2015 / Huber Heights, OH / Rose Music Center (SS-DSM-6) (unk)",AUD,FLAC,
"9-3-2015 / Tucson, AZ / Rialto Theater (AT853)",AUD,FLAC,
"9-4-2015 / Las Vegas, NV / Joint - WAV(M) (Edirol R-09) (luke freteluco)",AUD,FLAC,
"9-12-2015 / Edmonton, Alberta / Northern Alberta Jubilee Auditorium (CA-11) (leifh)",AUD,FLAC,
"9-14-2015 / Vancouver, BC / Malkin Bowl-Stanley Park (CA-11) (leifh)",AUD,FLAC,
"9-17-2015 / Eureka, CA / Eureka Municiple Auditorium (Edirol R-09)",AUD,FLAC,
"9-18-2015 / San Francisco, CA / Palace of Fine Arts Theatre (Sony PCM-D100)",AUD #1,FLAC,
"9-18-2015 / San Francisco, CA / Palace of Fine Arts Theatre (CSBs) (rockthemullet)",AUD #2,FLAC,
"10-31-2015 / Tempe, AZ / Monster Mash AZ - Tempe Beach Park (CSB) (leifh)",AUD,FLAC,
"12-31-2015 / Oakland, CA / Fox Theatre (Sony PCM-D100)",AUD #1,FLAC,
"12-31-2015 / Oakland, CA / Fox Theatre (CA-11) (leifh)",AUD #2,FLAC,
,,,
[2016],,,
"1-9-2016 / San Diego, CA / Viejas Arena (AT943) (carsfan)",AUD #1,FLAC,
"1-9-2016 / San Diego, CA / Viejas Arena (Sony PCM-M10)",AUD #2,FLAC,
"1-9-2016 / San Diego, CA / Viejas Arena (DPA 4061s) (geordy)",AUD #3,FLAC 24,
"1-10-2016 / San Diego, CA / Viejas Arena (DPA 4061s) (geordy)",AUD #1,FLAC 24,
"1-16-2016 / Tulsa, OK / BOK Center (CA-14s) (karl frinkle)",AUD,FLAC 24,
"1-17-2016 / Grand Prairie, TX / Verizon Wireless Theatre (CA-14s) (karl frinkle)",AUD,FLAC 24,
"1-23-2016 / Nashville, TN / Bridgestone Arena (DPA 4061s) (geordy)",AUD,FLAC 24,
"1-25-2016 / Duluth, GA / Infinite Energy Center (MBHO KA200N)",AUD,FLAC,
"1-26-2016 / Charlotte, NC / Bojangles Coliseum (univonc)",MTX,FLAC,
"1-31-2016 / New Orleans, LA / Smoothie King Center (AT831s) (tapeworm48)",AUD,FLAC,
"12-31-2016 / Oakland, CA / Fox Theater (CA-11) (leifh)",AUD #1,FLAC,
"12-31-2016 / Oakland, CA / Fox Theater  (CSBs) (rockthemullet)",AUD #2,FLAC,
"12-31-2016 / Oakland, CA / Fox Theater (Sony PCM-M10)",AUD #3,FLAC,
"12-31-2016 / Oakland, CA / Fox Theater  (CSB) (rockthemullet)",AUD #4,FLAC,
"12-31-2016 / Oakland, CA / Fox Theater (2 source mix) (CA-11 + CSB)",MTX,FLAC 24,
,,,
[2017],,,
"5-15-2017 / Boulder, CO / Fox Theater (Zoom H2) (aphex)",AUD,FLAC 24,
"5-16-2017 / Morrison, CO / Red Rocks Amphitheater (CA-14) (ozone21clutch)",AUD,FLAC,
"5-21-2017 / Columbus, OH / Mapfre Stadium - Rock on the Range Festival",SBD,FLAC,
"5-24-2017 / Asheville, NC / Highland Brewing Co. (DPA 4023) (george wang)",AUD,FLAC,
"6-11-2017 / Oslo, Norway / Sentrum Scene (Olympus LS14) (lars m)",AUD,FLAC,
"6-13-2017 / Luxembourg City, LUX / Den Atelier (CA-11) (leifh)",AUD,FLAC,
"6-13-2017 / Luxembourg City, LUX / Den Atelier (2 source mix) (CA-11 + Tascam DR07)",MIX,FLAC,
"6-14-2017 / Tilburg, The Netherlands / 013 Poppodium - Main Stage (CA-11) (leifh)",AUD,FLAC,
"6-18-2017 / Dessel, Belgium / Graspop Metal Meeting - Boeretang (SP-CMC-8)",AUD,FLAC,
"6-20-2017 / London, UK / The Roundhouse (CA-11) (leifh)",AUD,FLAC,
"7-17-2017 / Charlotte, NC / Charlotte Metro Credit Union Amphitheatre (DPA 4023) (george wang)",AUD,FLAC 24,
"7-21-2017 / Henrietta, NY / Dome Arena (MBHO KA200N)",AUD,FLAC,
"7-23-2017 / Boston, MA / Blue Hills Bank Pavilion (SP-CMC-8) (farve4)",AUD,FLAC,
"7-25-2017 / Portland, ME / The Maine State Pier (CA-11) (ericcagle)",AUD,FLAC,
"7-28-2017 / Asbury Park, NJ / Stone Pony (CSB)",AUD,FLAC,
"8-2-2017 / Mankato, MN / Vetter Stone Amphitheater (CA-14) (ozone21clutch)",AUD,FLAC,
"8-8-2017 / Tempe, AZ / The Marquee (Tascam DR-07) ",AUD,FLAC 24,
"8-9-2017 / Las Vegas, NV / The Joint (Edirol R09)",AUD,FLAC,
"8-15-2017 / Redmond, WA / Marymoor Park (CSB) (leifh)",AUD,FLAC,
"8-18-2017 / Berkeley, CA / The Greek Theater (Tascam DR-22WL) (rockthemullet)",AUD,FLAC,
"10-22-2017 / Austin, TX / Moody Theater (Olympus LS-12) (exene/bluejane99)",AUD,FLAC,
"10-27-2017 / Albany, NY / Palace Theatre (MBHO KA300NB)",AUD,FLAC,
"10-29-2017 / Albany, NY / Palace Theatre (Neumann AK40) (iamhammerred)",AUD,FLAC,
"11-2-2017 / Akron, OH / Goodyear Theater (MBHO KA300NB)",AUD,FLAC,
"11-4-2017 / Louisville, KY / The Louisville Palace (Schoeps MK4V) ",AUD,FLAC,
"11-11-2017 / Clearwater, FL / Ruth Eckerd Hall (CA-14)",AUD,FLAC,
"12-29-2017 / Los Angeles, CA / The Wiltern Theatre (CA-11) (leifh)",AUD,FLAC,
"12-30-2017 / Los Angeles, CA / The Wiltern Theatre (CA-11) (leifh)",AUD,FLAC,
"12-31-2017 / Oakland, CA / Fox Theater (CA-11) (leifh)",AUD,FLAC,
"12-31-2017 / Oakland, CA / Fox Theater (Schoeps MK4) (daspyknows)",AUD,FLAC,
,,,
[2018],,,
"4-15-2018 / Saint Kilda, Australia / Palais (Zoom H1)",AUD,FLAC,
"5-6-2018 / Morrison, CO / Red Rocks Amphitheatre (CA-14) ",AUD,FLAC,
"5-10-2018 / Dallas, TX / South Side Ballroom (CA-11s) (nsl)",AUD,FLAC,
"5-23-2018 / Lewiston, NY / Artpark Amphitheatre (AT933c) (beatkilla)",AUD,FLAC 24,
"5-25-2018 / Glens Falls, NY / Cool Insuring Arena (SP-CMC-8) (smores)",AUD,FLAC 24,
"5-27-2018 / Portland, ME / The Maine State Pier (CA-11) (ec666)",AUD,FLAC,
"5-29-2018 / Boston, MA / Blue Hills Bank Pavilion (AT853) ",AUD,FLAC,
"5-29-2018 / Boston, MA / Blue Hills Bank Pavilion (SP-CMC-8) (farve4)",AUD,FLAC,
"6-1-2018 / Asbury Park, NJ / Convention Hall (CSB)",AUD,FLAC,
"6-3-2018 / Coney Island, NY / Ford Amphitheater (AK40s) (iamhammered)",AUD,FLAC,
"6-3-2018 / Coney Island, NY / Ford Amphitheater (Zoom iq5)",AUD,FLAC,
"6-11-2018 / Noblesville, IN / Ruoff Home Mortgage Music Center (SP-CMC-08s) (ironchef)",AUD,FLAC,
"6-12-2018 / Cincinnati, OH / PNC Pavilion (Schoeps MK4v)",AUD,FLAC 24,
"6-15-2018 / Bonner Springs, KS / Providence Medical Center Amphitheater (Internal Mics)",AUD,FLAC,
"6-22-2018 / Redmond, WA / Marymoor Park (CA-11) (leifh)",AUD,FLAC,
"6-29-2018 / Berkeley, CA / Greek Theater (DPA 4061s) ",AUD,FLAC,*Includes Mastodon's Set
"6-30-2018 / Lincoln,  CA / Thunder Valley Casino Amphitheater (Tascam DR-05) (thejackal)",AUD,FLAC,
"7-2-2018 / Magna, UT / Saltair (AT853s)",AUD,FLAC,
"9-25-2018 / Athens, GA / The Georgia Theatre (LG V20) (blake)",AUD,FLAC,
,,,
[2019],,,
"1-24-2019 / Santiago, Chile / Teatro Coliseo (CA-14) (mk360)",AUD,FLAC,
"11-6-2019 / Hershey, PA / Giant Center (MBHO KA200N)",AUD,FLAC 24,
"11-8-2019 / Springfield, MA / MassMutual Center (Edirol R9) (ec666)",AUD,FLAC 24,
"11-12-2019 / Columbus, OH / Nationwide Arena (SP-CMC-8s) (ironchef)",AUD,FLAC,
"11-20-2019 / Colorado Springs, CO / Broadmoor World Arena (Olympud LS-P4) (exene)",AUD,FLAC,
"11-20-2019 / Colorado Springs, CO / Broadmoor World Arena (Remaster) (exene)",AUD,FLAC,
"11-23-2019 / Missoula, MT / The Wilma (CA-11) (leifh)",AUD,FLAC,
"11-24-2019 / Spokane, WA / Spokane Arena (CA-11) (leifh)",AUD,FLAC,
"11-29-2019 / Inglewood, CA / The Forum (SP-CMC-3U)",AUD,FLAC,
"11-30-2019 / Inglewood, CA / The Forum (MBHO KA300nb)",AUD,FLAC,
,,,
[2020],,,
"12-11-2020 / Sebastopol, CA / Pachyderm Station - Alive from Pachyderm Station",WEB,TS,
,,,
[2021],,,
"8-14-2021 / Redmond, WA / Merrymoor Park (AT853) (nokeeo)",AUD,FLAC,
"8-17-2021 / Portland, OR / Edgefield (Tascam DR-05) (unk) (inc) ",AUD,FLAC,
"9-7-2021 / Houston, TX / Bayou Music Center (Zoom H1n) (mrc0x) ",AUD,FLAC,
"9-16-2021 / Indianapolis, IN / TCU Amphitheater at White River State Park (CMC-08s) (ironchef)",AUD,FLAC,
"9-22-2021 / Sterling Heights, MI / Michigan Lottery Amphitheatre (Sennheiser Ambeo) (blue tweeker)",AUD,FLAC,
"9-24-2021 / Boston, MA / Leader Bank Pavilion  (SP-CMC-8c) (farve4)",AUD,FLAC,
"9-25-2021 / Asbury Park, NJ / Stone Pony Summer Stage (MBHO KA200N) (unk)",AUD,FLAC 24,
"9-28-2021 / New York, NY - Beacon Theatre (Neumann KM140s) (chop) ",AUD,FLAC 24,
"10-1-2021 / Philadelphia, PA / The Met (MBHO KA200N) (unk)",AUD,FLAC 24,
10-2-2021 / Champlain Valley Expo / Essex Junction (MBHO KA200N) (unk),AUD,FLAC 24,
"10-13-2021 / Salt Lake City, UT / The Complex (CA-11) (opsopcopolis)",AUD,FLAC,
"10-16-2021 / Paso Robles, CA / Vina Robles Amphitheater (Zoom H2) (aphex0)",AUD,FLAC 24,
"10-19-2021 / San Diego, CA / Cal Coast Credit Union - Open Air Theatre (SP-CMC-4U) (unk)",AUD,FLAC,
"10-19-2021 / San Diego, CA /SDSU Cal Coast Credit Union - Open Air Theatre (SP-CMC-4U) (Tracked)",AUD,FLAC,
"10-21-2021 / Denver, CO / Mission Ballroom (Olympus LS-P4) (exene)",AUD,FLAC,
"10-25-2021 / Phoenix, AZ / Arizona Federal Theatre (CA-11) (leifh) ",AUD,FLAC,
,,,
[2022],,,
"4-20-2022 / Kansas City, MO / Grinders KC (DPA 4061s) (kcmoejoe) ",AUD,FLAC,
"4-20-2022 / Kansas City, MO / Grinders KC (DPA 4061s) (kcmoejoe) (remaster)",AUD,FLAC,
"4-22-2022 / Cedar Rapids, IA / Alliant Energy Powerhouse (Internal mics Tascam DR-05) (78jazz)",AUD,FLAC 24,
"4-27-2022 / New Orleans, LA / Saenger Theatre (MBHO KA200N) (unk)",AUD,FLAC 24,
"5-6-2022 / North Charleston, SC / North Charleston Performing Arts Center (Zoom H1) (matt p.) ",AUD,FLAC 24,
"5-13-2022 / Toronto, Ontario / Massey Hall (MBHO KA 200N) (unk)",AUD,FLAC 24,
"5-14-2022 / Toronto, Ontario / Massey Hall (MBHO KA 200N) (unk)",AUD,FLAC 24,
"5-18-2022 / Albany, NY / Palace Theater (MBHO KA200N) (unk)",AUD,FLAC 24,
"5-25-2022 / Bethlehem, PA / Windcreek Event Center (Schoeps MK4s) (bciromaiden)",AUD,FLAC,
5-28-2022 / Lafayette NY / Beak n Skiff Farm (CSBs) (bouliasoul),AUD,FLAC 24,
5-28-2022 / Lafayette NY / Beak n Skiff Farm (MBHO KA200N) (unk),AUD,FLAC 24,
"5-30-2022 / Louisville, KY / Old Forester's Paristown Hall (AT831s) (hollowmoons) ",AUD,FLAC 24,
"6-4-2022 / Winnipeg, MB / Burton Cummings Theatre (CA-11) (lefih)",AUD,FLAC,
"6-6-2022 / Regina, SK / Conexus Arts Centre (CA-11) (leifh)",AUD,FLAC,
"6-7-2022 / Saskatoon, SK / Sid Buckwold Theatre (CA-11) (leifh) ",AUD,FLAC,
"6-9-2022 / Calgary, AB / Grey Eagle Resort & Casino (CA-11) (leifh)",AUD,FLAC,
"6-10-2022 / Edmonton, AB / Edmonton EXPO Centre (CA-11) (leifh)",AUD,FLAC,
6-12-2022 / Vancouver BC / The Orpheum (CA-11) (leifh),AUD,FLAC,
"6-14-2022 / Troutdale, OR / Edgefield Amphitheatre (Sennheiser Ambeo Binaurals) (grizzly adams)",AUD,FLAC,
"6-17-2022 / Sacramento, CA / Memorial Auditorium (Multiple IEM receivers) (hoserama)",IEM,FLAC,
"6-19-2022 / San Jose,  CA / San Jose Civic Center (CA-14) (vortexzephyr)",AUD,FLAC 24,
"6-23-2022 / Riverside, CA  / Riverside Municipal Auditorium (Sennheiser Ambeo Binaruals) (grizzly adams)",AUD,FLAC,
"6-24-2022 / Long Beach, CA / Long Beach Convention Center (Sennheiser Ambeo) (grizzly adams) ",AUD,FLAC,
"6-25-2022 / Las Vegas, NV / Theater at Virgin Hotels - WAV(M) (CA-14) (luke freteluco)",AUD,FLAC,
,,,
[2023],,,
4-17-2023 / Los Angeles CA / The Belasco (Senn Ambeo) (grizzly adams) ,AUD,FLAC,
5-30-2023 / Buffalo NY / Town Ballroom (Sennheiser Ambeo) (grizzly adams),AUD,FLAC 24,
"6-2-2023 / Detroit, MI / Masonic Temple (MBHO KA200N) (unk)",AUD,FLAC 24,
"6-2-2023 / Detroit, MI / Masonic Temple (Sennheiser Ambeo) (blue tweeker)",AUD,FLAC,
"6-2-2023 / Detroit, MI / Masonic Temple (SP-LAV-1) (unk)",AUD,FLAC 24,
,,,
[2024],,,
4-21-2024 / Berkeley CA / William Randolph Hearst Greek Theatre (Senn Ambeo) (grizzly adams),AUD,FLAC,
"4-27-2024 / Las Vegas, NV / Las Vegas Fairgrounds - Sick New World (iPhone) (anonymous) ",AUD,FLAC 24,
"5-6-2024 / Wilkes-Barre, PA / F.M. Kirby Center (Schoeps MK4s) (bcironmaiden)",AUD,FLAC,
7-9-2024 / Highland CA / Yaamava' Resort & Casino Theater (CA-11) (leifh) ,AUD,FLAC,
7-18-2024 / Redmond WA / Marymoor Park (CA-11) (leifh),AUD,FLAC,
"7-19-2024 / Troutdale, OR / McMenamins Historic Edgefield Manor (CA-11) (leifh) ",AUD,FLAC,
"7-28-2024 / La Vista, NE / Astro Amphitheater (DPA 4061s) (dave adair)",AUD,FLAC 24,
"8-1-2024 / Indianapolis, IN / Everwise Amphitheater at White River State Park (SP-CMC-08s) (ironchef)",AUD,FLAC,
"8-9-2024 / Buffalo, NY / Terminal B at the Outer Harbor (Sennheiser MKE2) (beatkilla) ",AUD,FLAC 24,
"8-9-2024 / Buffalo, NY / Terminal B at Outer Harbor (Tascam DR-2d) (ghostwheel)",AUD,FLAC 24,
"8-10-2024 / Big Flats, NY / Tags Summer Stage (Tascam DR-2d) (ghostwheel)",AUD,FLAC 24,
"8-12-2024 / Saratoga Springs, NY / SPAC (SP-CMC-8s) (smores) ",AUD,FLAC 24,
8-14-2024 / Washington DC / The Anthem (Tascam DR-07X) (chicken on a stick),AUD,FLAC,
"8-14-2024 / Washington, DC / The Anthem (DPA 4060) (alex leary)",AUD,FLAC 24,
"8-23-2024 / Dillon, CO / Dillon Amphitheater (Sennheiser Ambeo) (grizzly adams)",AUD,FLAC,
"8-23-2024 / Dillon, CO / Dillon Amphitheater (SP-BMC-12) (royboy)",AUD,FLAC 24,
"8-24-2024 / Colorado Springs, CO / Ford Amphitheatre (CA-11) (leifh) ",AUD,FLAC,
,,,
[2025],,,
"3-8-2025 / Punta Cana, Dominican Republic / Hard Rock Hotel & Casino (Sennheiser Ambeo) (grizzly adams)",AUD,FLAC 24,
"7-7-2025 / Sandy, UT / Sandy Amphitheater (DPA 4061) (opsopcopolis) ",AUD,FLAC 24,
"7-9-2025 / Morrison, CO / Red Rocks Amphitheatre (Senn Ambeo + Pixel mics) unk)",MIX,FLAC 24,
"7-12-2025 / Kansas City, MO / Grinders (CSB) (letsgoaway)",AUD,FLAC 24,
"7-15-2025 / Louisville, KY / Iroquois Amphitheatre (Schoeps MK4) (funk it blog) ",AUD,FLAC 24,
"7-18-2025 / Lafayette, NY / Beak & Skiff Apple Orchards (Schoeps MK4) (beatkilla)",AUD,FLAC 24,
"7-18-2025 / LaFayette, NY / Beak & Skiff Apple Orchards (Tascam DR-2d) (ghostwheel) ",AUD,FLAC 24,
7-25-2025 / Atlanta GA / Synovus Bank Amphitheater at Chastain Park (Pixel) (esamirp) ,AUD,FLAC,
"8-1-2025 / Phoenix, AZ / Arizona Financial Theater (iPhone) (leevancleef) ",AUD,FLAC,
"8-6-2025 / Los Angeles, CA / Greek Theater (iPhone) (eidersound)",AUD,FLAC,
"8-7-2025 / Sacramento, CA / Channel 24 (SP-CMC-4U) (vibriodxire) ",AUD,FLAC 24,
"8-7-2025 / Sacramento, CA / Channel 24 (Senn.Ambeo) (grizzly adams) ",AUD,FLAC,
"8-7-2025 / Sacramento, CA / Channel 24 (Sennheiser + SP-CMC-4U) ",MIX,FLAC 24,
"8-8-2025 / Sacramento, CA / Channel 24 (SP-CMC-4U) (vibriodxire) ",AUD,FLAC 24,
"8-8-2025 / Sacramento, CA / Channel 24 (Senn.Ambeo) (grizzly adams) ",AUD,FLAC,
"8-8-2025 / Sacramento, CA / Channel 24 (Sennheiser + SP-CMC-4U)",MIX,FLAC 24,
12-30-2025 / Oakland CA / Fox Theater (CA-11) (leifh) ,AUD,FLAC 24,
12-31-2025 / Oakland CA / Fox Theater (CA-11) (leifh) ,AUD,FLAC 24,
,,,
,,,
[MISC],,,
Primus - Primus Sucks Demo Tape (1986) (24-96),Cassette,FLAC HD,
Primus - Kiss My Dead Bloated Ass (Limp Donkey LD-1),Vinyl,FLAC,
XX-XX-1988 - Sausage Demos,,,
Well On the Way to Sucking - Live and Demos (1987-1988),,FLAC,
Primus - Madhouse (KTS219) - Holland 93,Silver CD,FLAC,
Primus - Does Primus Really Fry? (1992) (TWR 04),Silver CD,FLAC,
"Primus - Master of Puppies - Rome, Italy / 11-XX-1990",Silver CD,FLAC,
"Primus - '91 Tour - Rome, Italy / 11-XX-1990",Silver CD,FLAC,
Rarities Compilation,,FLAC,
Primus - Beaver Trappin' (1995) ,,FLAC,
Primus - Freak Out {HAWK041} (1994),Silver CD,FLAC,
Primus - You Can't Party Without Me! {HR 5915-8} (1994),Silver CD,FLAC,
Primus - Love & Money (AKA Master of Puppies),Silver CD,FLAC,
Primus - Acid Trip,Silver CD,FLAC,
Primus - Videoplasty (VHS Rip) [WMV],,WMV,
Primus - Hallucino-Genetics (2004),,DVD,
Primus - Blame It On The Fish (2006),,DVD,
,,,
,,,
[OFFICIAL RELEASES],,,
Primus - Suck On This (1989),,FLAC,
Primus - Frizzle Fry (1990) (CAROL CD 1619) ,,FLAC,
"Primus - Frizzle Fry (1990) [2002, RMed ? Bonus Track, PSR-0004-2]",,FLAC,
Primus - Making Plans For Nigel - Cheesy EP 1 (1992),,FLAC,
Primus - Miscellaneous Debris (1992) (2018) (24/192),,FLAC HD,
"Primus - Pork Soda (1993) [2005, RE, INTD-92257]",,FLAC,
Primus - Pork Soda (24/48),,FLAC HD,
Primus - Pork Soda (1993) (24/192),,FLAC HD,
Primus - Wynona's Big Brown Beaver (CDS) (1995),,FLAC,
Primus - Tales from the Punchbowl (1995) [92553-2] ,,FLAC,
Primus - Brown Album (1997) [INT2-90126],,FLAC,
Primus - Rhinoplasty (1998),,FLAC,
Primus - Videoplasty (1998) (VHS),,MKV,
"Primus - Antipop (1999) [with ""The Heckler"" Hidden Track, 490414-2] ",,FLAC,
Primus - Animals Should Not Try to Act like People (EP) (2003),,FLAC,
Primus - They Can't All Be Zingers (2006),,FLAC,
Primus - June 2010 Rehearsal (2010),,FLAC,
Primus - Sailing The Seas Of Cheese (2013) (24/96),,FLAC HD,
Primus - Sailing The Seas Of Cheese (Deluxe Edition) (2013) HDtracks (24/96),,FLAC HD,
Primus - Primus & the Chocolate Factory With the Fungi Ensemble (2014) [ATO 0250],,FLAC,
Primus - Green Naugahyde (2011) [ATO 0113] ,,FLAC,
Primus - Primus & the Chocolate Factory With the Fungi Ensemble (2014) (24/44.1),,FLAC HD,
Primus - The Desaturating Seven (2017) [ATO 0404],,FLAC,
Primus - The Desaturating Seven (2017) (24/44.1),,FLAC HD,
,,,
,,,
[OFFICIAL BOOTLEGS],,,
"10-14-2003 / Davis, CA / Freeborn Hall UC Davis (PrimusLive)",SBD,FLAC,
"10-15-2003 /  Las Vegas, NV / The Joint (PrimusLive)",SBD,FLAC,
"10-17-2003 / Los Angeles, CA / Wiltern Theatre (PrimusLive)",SBD,FLAC,
"10-18-2003 / Los Angeles, CA / Wiltern Theatre (PrimusLive)",SBD,SHN,
"10-19-2003 / Phoenix, AZ / Celebrity Theater (PrimusLive)",SBD,FLAC,
"10-21-2003 / Denver, CO / The Fillmore (PrimusLive)",SBD,FLAC,
"10-22-2003 / Salt Lake City, UT / Salt Air Pavilion (PrimusLive)",SBD,FLAC,
"10-24-2003 / Vancouver, BC / Vogue Theatre (PrimusLive)",SBD,FLAC,
"10-25-2003 / Eugene, OR / Hult Center (PrimusLive)",SBD,FLAC,
"10-26-2003 / Seattle, WA / Paramount Theater (PrimusLive)",SBD,FLAC,
"10-28-2003 / Eureka, CA / Municipal Auditorium (PrimusLive)",SBD,FLAC,
"10-29-2003 / Santa Cruz, CA / Civic Auditorium (PrimusLive)",SBD,FLAC,
"10-30-2003 / San Francisco, CA / The Warfield (PrimusLive)",SBD,FLAC,
