Wilco,Versions,,,,File Type,,
Drive - E,,,,,,,
,,,,,,,
,,,,,,,
"3-16-2002 / Los Angeles, CA - All Tomorrow's Parties - Royce Hall (FOH Series)",SBD,,,,FLAC,,
"7-31-2002 / Madison, WI / The Orpheum Theatre (FOH Series)",SBD,,,,FLAC,,
"6-21-2003 / Pittsburgh, PA / Three River Arts Festival (FOH Series)",SBD,,,,FLAC,,
"6-28-2003 / Philadelphia, PA / Festival Pier at Penn's Landing (FOH Series) ",SBD,,,,FLAC,,
"7-3-2003 / Camden, ME / Camden Opera House (FOH Series)",SBD,,,,FLAC,,
"9-4-2003 / Eugene, OR / McDonald Theatre (FOH Series)",SBD,,,,FLAC,,
"5-20-2004 / DeKalb, IL / Otto's (FOH Series)",SBD,,,,FLAC,,
"12-31-2004 / New York, NY / Madison Square Garden (FOH Series)",SBD,,,,FLAC,,
"9-8-2005 / Cologne, DE / Live Music Hall (FOH Series)",SBD,,,,FLAC,,
"11-17-2005 / New York, NY / Tribeca Performing Arts Center (Tweedy) (FOH Series)",SBD,,,,FLAC,,
"2-13-2006 / Los Angeles, CA / Henry Fonda Theater (Jeff Tweedy) (FOH Series)",SBD,,,,FLAC,,
"4-22-2006 / Williamsburg, VA / William & Mary Hall (FOH Series)",SBD,,,,FLAC,,
"7-13-2006 / Fredericton, NB / The Playhouse (FOH Series)",SBD,,,,FLAC,,
"6-22-2007 / Red Bank, NJ / Count Basie Theatre (FOH Series)",SBD,,,,FLAC,,
"2-23-2008 / Upper Darby, PA / Tower Theater (FOH Series)",SBD,,,,FLAC,,
"3-8-2008 / Tulsa, OK / Cain's Ballroom (FOH Series)",SBD,,,,FLAC,,
"3-9-2008 / Des Moines, IA / Val Air Ballroom (FOH Series)",SBD,,,,FLAC,,
"4-16-2009 / Bloomington, IN / IU Auditorium (FOH Series)															",SBD,,,,FLAC,,
"7-21-2009 / Royal Oak, MI / Royal Oak Theatre (FOH Series)",SBD,,,,FLAC,,
"2-12-2010 / Victoria, BC / Royal Theatre (FOH Series)",SBD,,,,FLAC,,
"4-2-2010 / Montclair, NJ / Wellmont Theatre (FOH Series)",SBD,,,,FLAC,,
"4-3-2010 / Montclair, NJ / Wellmont Theatre (FOH Series)",SBD,,,,FLAC,,
"11-7-2011 / Basel, SWI / Kaserne Basel (FOH Series)",SBD,,,,FLAC,,
"9-18-2012 / Santa Fe, NM / Santa Fe Opera House (FOH Series)",SBD,,,,FLAC,,
"4-3-2013 / Sydney, AU / Opera House (FOH Series) ",SBD,,,,FLAC,,
"12-6-2013 / Salt Lake City, UT / Kingsbury Hall (Jeff Tweedy) (FOH Series)",SBD,,,,FLAC,,
"9-25-2015 / Bloomington, IN / IU Auditorium (FOH Series)",SBD,,,,FLAC,,
"7-1-2016 / Vilanova i la Geltru, ESP / Masia d'en Cabanyes Vida Festival (FOH Series)",SBD,,,,FLAC,,
"6-8-2017 / Pittsburgh, PA / Stage AE (FOH Series)",SBD,,,,FLAC,,
"6-4-2021 / Bridgeview, IL / Jeff Tweedy at SeatGeek Stadium - Parking Lot S1 (FOH Series)",SBD,,,,FLAC,,
"8-25-2021 / Portland, ME / Thompson's Point (FOH Series)",SBD,,,,FLAC,,
"3-13-2024 / Brisbane, AUS / The Princess Theater (FOH Series) ",SBD,,,,FLAC,,
"5-12-2025 / Birmingham, AL / BJCC Concert Hall (FOH Series) ",SBD,,,,FLAC,,
,,,,,,,
,,,,,,,
"""Roadcase Series""",,,,,,,
"6-23-2012 / Morrison, CO / Red Rocks Amphitheatre (001)",SBD,,,,FLAC,,
"7-8-2012 / Geneva, IL / Fifth Third Bank Ball Park (002)",SBD,,,,FLAC,,
"7-23-2012 / Brooklyn, NY / Prospect Park (003)",SBD,,,,FLAC,,
"7-24-2012 / Brooklyn, NY / Prospect Park (004)",SBD,,,,FLAC,,
"7-25-2012 / New York, NY / Terminal 5 (005)",SBD,,,,FLAC,,
"7-28-2012 / Cooperstown, NY / Brewery Ommegang (006)",SBD,,,,FLAC,,
"7-29-2012 / Essex Junction, VT / Champlain Valley Expo (007)",SBD,,,,FLAC,,
"8-3-2012 / Rochester, NY / Highland Bowl (008)",SBD,,,,FLAC,,
"9-16-2012 / Columbia, MO / Ninth Street (009)",SBD,,,,FLAC,,
"7-18-2012 / Vienna, VA / Live from Wolf Trap (010)",SBD,,,,FLAC,,
"8-14-2012 / Luxembourg, LU / den Atelier (011)",SBD,,,,FLAC,,
"9-21-2012 / Berkeley, CA / Greek Theatre (012)",SBD,,,,FLAC,,
"9-22-2012 / Berkeley, CA / Greek Theatre (013)",SBD,,,,FLAC,,
"9-23-2012 / Reno, NV / Grand Sierra Theatre (014)",SBD,,,,FLAC,,
"10-15-2012 / Barcelona, ES / Gran Teatre del Liceu (015)",SBD,,,,FLAC,,
"9-29-2012 / San Luis Obispo, CA / Avila Beach Resort (016)",SBD,,,,FLAC,,
"9-19-2012 / Tucson, AZ / Tucson Music Hall (017)",SBD,,,,FLAC,,
"6-21-2013 / North Adams, MA / MASS MoCA (018)",SBD,,,,FLAC,,
"6-22-2013 / North Adams, MA / MASS MoCA (019)",SBD,,,,FLAC,,
"4-10-2013 / Osaka, JP / Hatch (020)",SBD,,,,FLAC,,
"4-12-2013 / Tokyo, JP / ZEPP Diver City (021)",SBD,,,,FLAC,,
"4-13-2013 / Tokyo, JP / Shibuya-AX (022)",SBD,,,,FLAC,,
"10-11-2013 / Austin, TX / Stubb's Waller Creek Amphitheater (023)",SBD,,,,FLAC,,
"12-15-2013 / Los Angeles, CA / Largo at the Coronet (Jeff Tweedy) (024)",SBD,,,,FLAC,,
"12-16-2013 / Los Angeles, CA / Largo at the Coronet (Jeff Tweedy) (025)",SBD,,,,FLAC,,
"12-18-2013 / Los Angeles, CA / Largo at the Coronet (Jeff Tweedy) (026)",SBD,,,,FLAC,,
"12-19-2013 / Los Angeles, CA / Largo at the Coronet (027)",SBD,,,,FLAC,,
"12-8-2013 / Seattle, WA / Moore Theatre (028)",SBD,,,,FLAC,,
"12-5-2013 / Denver, CO / Paramount Theatre (Jeff Tweedy) (029)",SBD,,,,FLAC,,
"12-3-2013 / Kansas City, MO / Uptown Theatre (Jeff Tweedy) (030)",SBD,,,,FLAC,,
"2-14-2014 / Chicago, IL / Vic Theatre (031)",SBD,,,,FLAC,,
"2-15-2014 / Chicago, IL / Vic Theatre (032)",SBD,,,,FLAC,,
"6-5-2014 / Detroit, MI / Masonica Temple (033)",SBD,,,,FLAC,,
"6-10-2014 / Washington, DC / Lincoln Theatre (Jeff Tweedy) (034)",SBD,,,,FLAC,,
"10-1-2013 / Buffalo, NY / The Town Ballroom (035)",SBD,,,,FLAC,,
"10-23-2014 / Knoxville, TN / Tennessee Theatre (036)",SBD,,,,FLAC,,
"10-28-2014 / Port Chester, NY / Capitol Theatre (037)",SBD,,,,FLAC,,
"10-29-2014 / Port Chester, NY / Capitol Theatre (038)",SBD,,,,FLAC,,
"10-30-2014 / Port Chester, NY / Capitol Theatre (039)",SBD,,,,FLAC,,
"12-5-2014 / Chicago, IL / Riviera Theatre (040)",SBD,,,,FLAC,,
"12-6-2014 / Chicago, IL / Riviera Theatre (041)",SBD,,,,FLAC,,
"12-8-2014 / Chicago, IL / Riviera Theatre (042)",SBD,,,,FLAC,,
"12-9-2014 / Chicago, IL / Riviera Theatre (043)",SBD,,,,FLAC,,
"12-11-2014 / Chicago, IL / Riviera Theatre (044)",SBD,,,,FLAC,,
"12-12-2014 / Chicago, IL / Riviera Theatre (045)",SBD,,,,FLAC,,
"5-7-2015 / Indianapolis, IN / Murat Theatre (046)",SBD,,,,FLAC,,
"6-26-2015 / North Adams, MA / Solid Sound Festival (047)",SBD,,,,FLAC,,
"6-27-2015 / North Adams, MA / Solid Sound Festival (048)",SBD,,,,FLAC,,
"8-6-2015 / San Francisco, CA / The Independent (Notorious Wilco Brothers) (049)",SBD,,,,FLAC,,
"8-11-2015 / Redmond, WA / Marymoor Park (050) ",SBD,,,,FLAC,,
"9-25-2015 / Bloomington, IN / IU Auditorium (051)",SBD,,,,FLAC,,
"1-29-2016 / Boston, MA / The Orpheum Theatre (052)",SBD,,,,FLAC,,
"1-30-2016 / Boston, MA / The Orpheum Theatre (053)",SBD,,,,FLAC,,
"2-5-2016 / Brooklyn, NY / Kings Theatre (054)",SBD,,,,FLAC,,
"2-6-2016 / Brooklyn, NY / Kings Theatre (055)",SBD,,,,FLAC,,
"9-2-2016 / Seattle, WA / Moore Theatre (056)",SBD,,,,FLAC,,
"9-3-2016 / Seattle, WA / Moore Theatre (057)",SBD,,,,FLAC,,
"9-13-2016 / Los Angeles, CA / Theatre at Ace Hotel (058)",SBD,,,,FLAC,,
"9-14-2016 / Los Angeles, CA / Theatre at Ace Hotel (059)",SBD,,,,FLAC,,
"9-15-2016 / Los Angeles, CA / Theatre at Ace Hotel (060)",SBD,,,,FLAC,,
"11-9-2016 / Utrecht, NL / TivoliVredenburg (061)",SBD,,,,FLAC,,
"2-23-2017 / Chicago, IL / Chicago Theatre (062) ",SBD,,,,FLAC,,
"2-26-2017 / Chicago, IL / The Chicago Theatre (063)",SBD,,,,FLAC,,
"6-23-2017 / North Adams, MA / Solid Sound Festival (064)",SBD,,,,FLAC,,
"6-24-2017 / North Adams, MA / Solid Sound Festival (065)",SBD,,,,FLAC,,
"6-25-2017 / North Adams, MA / Solid Sound Festival (Tweedy & Friends) (066)",SBD,,,,FLAC,,
"11-17-2017 / St. Paul, MN / Palace Theatre (067)",SBD,,,,FLAC,,
"11-16-2017 / St. Paul, MN / Palace Theatre (068)",SBD,,,,FLAC,,
"11-17-2017 / Saint Paul, MN / Palace Theatre (069)",SBD,,,,FLAC,,
"12-28+29-2017 / Los Angeles, CA / Largo at the Coronet (Jeff Tweedy) (070)",SBD,,,,FLAC,,
"10-8-2018 / Los Angeles, CA / The Theatre At Ace Hotel (Jeff Tweedy) (071)",SBD,,,,FLAC,,
"2-28-2019 / St. Louis, MO / The Pageant (Jeff Tweedy) (072)",SBD,,,,FLAC,,
"3-22-2019 / Chicago, IL / The Vic (Jeff Tweedy) (073)",SBD,,,,FLAC,,
"3-23-2019 / Chicago, IL / The Vic (Jeff Tweedy) (074)",SBD,,,,FLAC,,
"6-6-2019 / Knoxville, TN / Bijou Theatre (075)",SBD,,,,FLAC,,
"6-28-2019 / North Adams, MA / Solid Sound Festival (076)",SBD,,,,FLAC,,
"6-29-2019 / North Adams, MA / Solid Sound Festival (077)",SBD,,,,FLAC,,
"6-30-2019 / North Adams, MA / Solid Sound Festival (078)",SBD,,,,FLAC,,
"10-8-2019 / Toronto, ON / Budweiser Stage (FOH Series) ",SBD,,,,FLAC,,
10-13-2019 / Brooklyn NY / Brooklyn Steel (079),SBD,,,,FLAC,,
"11-14-2019 / St. Louis, MO / The Fox Theatre (080)",SBD,,,,FLAC,,
"11-17-2019 / Kansas City, MO / Arvest Bank Theatre at Midland (081) ",SBD,,,,FLAC,,
11-19-2019 / Denver CO / Mission Ballroom (082),SBD,,,,FLAC,,
"11-22-2019 / Saint Paul, MN / Palace Theatre (083)",SBD,,,,FLAC,,
"11-23-2019 / Saint Paul, MN / Palace Theatre (084)",SBD,,,,FLAC,,
"11-24-2019 / Saint Paul, MN / Palace Theatre (085)",SBD,,,,FLAC,,
"12-19-2019 / Chicago, IL / Chicago Theatre (086)",SBD,,,,FLAC,,
"5-22-2019 / Brisbane, Australia / The Powerhouse (Jeff Tweedy) (087)",SBD,,,,FLAC,,
"1-19-2020 / Riviera Maya, MEX / Sky Blue Sky Festival (088)",SBD,,,,FLAC,,
"1-21-2020 / Riviera Maya, MEX / Sky Blue Sky Festival (089)",SBD,,,,FLAC,,
"3-11-2020 / Winnipeg, CAN / Centennial Concert Hall (090) ",SBD,,,,FLAC,,
"10-12-2021 / Seattle, WA / Paramount Theatre (091) ",SBD,,,,FLAC,,
"10-13-2021 / Seattle, WA / Paramount Theatre (092) ",SBD,,,,FLAC,,
"1-17-2022 / Riviera Maya, MEX / Hard Rock Hotel (093)",SBD,,,,FLAC,,
"1-18-2022 / Riviera Maya, MEX / Hard Rock Hotel (094)",SBD,,,,FLAC,,
"1-20-2022 / Riviera Maya, MEX / Hard Rock Hotel (095)",SBD,,,,FLAC,,
"5-27-2022 / North Adams, MA / Solid Sound Festival (096)",SBD,,,,FLAC,,
"5-28-2022 / North Adams, MA / Solid Sound Festival (097)",SBD,,,,FLAC,,
"5-29-2022 / North Adams, MA / Solid Sound Festival (Jeff Tweedy) (098)",SBD,,,,FLAC,,
"8-27-2022 / New Haven, CT / Westville Music Bowl (099)",SBD,,,,FLAC,,
"9-14-2022 / Morrison, CO / Red Rocks (100)",SBD,,,,FLAC,,
"10-14-2023 / Berkeley, CA / Greek Theatre (101)",SBD,,,,FLAC,,
"6-28-2024 / North Adams, MA / Solid Sound Festival (102)",SBD,,,,FLAC,,
"6-29-2024 / North Adams, MA / Solid Sound Festival (103)",SBD,,,,FLAC,,
"6-30-2024 / North Adams, MA / Solid Sound Festival (Jeff Tweedy) (104)",SBD,,,,FLAC,,
"12-5-2024 / Austin, TX / Austin City Limits (105)",SBD,,,,FLAC,,
"12-6-2024 / Austin, TX / Austin City Limits (106)",SBD,,,,FLAC,,
"12-7-2024 / Austin, TX / Austin City Limits (107)",SBD,,,,FLAC,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
Jeff Tweedy,Versions,,,,File Type,,
Drive - E,,,,,,,
,,,,,,,
,,,,,,,
[1994],,,,,,,
"12-29-1994 / Chicago, IL / Lounge Ax",AUD,,,,FLAC,,
,,,,,,,
[1995],,,,,,,
"4-14-1995 / Santa Monica, CA / McCabes Guitar Shop",AUD,,,,FLAC,,
,,,,,,,
[1996],,,,,,,
"11-20-1996 / Toronto, Ontario / Canada C'est What",FM,,,,FLAC,,
,,,,,,,
[1997],,,,,,,
"1-11-1997 / Chicago, IL / Lounge Ax",AUD,,,,FLAC,,
"1-18-1997 / Chicago, IL / Lounge Ax",AUD,,,,FLAC,,
"11-23-1997 / New York, NY / Mercury Lounge - DAT(M) (Core Sound Cardiods) (dan lynch)",AUD,,,,FLAC,,
"11-23-1997 / New York, NY / Mercury Lounge (Two Of Us Master Volume 174) (Shure WMD6) (mjk5510 + two of us)",MIX,,,,FLAC,,
,,,,,,,
[1998],,,,,,,
"3-25-1998 / Chicago, IL / Lounge Ax",AUD,,,,FLAC,,
"3-26-1998 / Chicago, IL / Lounge Ax",AUD,,,,FLAC,,
"11-12-1998 / Chicago, IL / Lounge Ax",AUD,,,,FLAC,,
"11-15-1998 / Chicago, IL / Lounge Ax",AUD,,,,FLAC,,
,,,,,,,
[1999],,,,,,,
"2-28-1999 / Chicago, IL / Lounge Ax",AUD,,,,FLAC,,
"3-2-1999 / Chicago, IL / Lounge Ax",SBD,2 sources,,,FLAC,,
"3-5-1999 / Palatine, IL / Harper College",SBD,3 sources,,,FLAC,,
"6-14-1999 / Chicago, IL / Lounge Ax",AUD,,,,FLAC,,
"6-15-1999 / Chicago, IL / Lounge Ax",AUD,2 sources,,,FLAC,,
"7-25-1999 / Chicago, IL / Old Town School of Folk Music Festival",SBD,,,,FLAC,,
"10-19-1999 / Chicago, IL / Lounge Ax",AUD,,,,FLAC,,
"10-21-1999 / Chicago, IL / Lounge Ax",AUD,,,,FLAC,,
,,,,,,,
[2000],,,,,,,
"1-4-2000 / Chicago, IL / Lounge Ax",AUD,,,,FLAC,,
"5-14-2000 / Chicago, IL / Double Door - Noise Pop Festival",AUD,,,,FLAC,,
"9-12-2000 / Chicago, IL / Park West",AUD,,,,FLAC,,
"9-13-2000 / Chicago, IL / Park West",AUD,,,,FLAC,,
"12-17-2000 / Chicago, IL / Abbey Pub",SBD,,,,FLAC,,
,,,,,,,
[2001],,,,,,,
"2-26-2001 / New York, NY / Irving Plaza",AUD,,,,FLAC,,
"3-3-2001 / Vancouver, BC / Richards On Richards",AUD,,,,FLAC,,
"3-4-2001 / Seattle, WA / Crocodile Cafe",AUD,,,,FLAC,,
"3-5-2001 / Portland, OR / Aladdin Theatre",AUD,,,,FLAC,,
"3-6-2001 / Eugene, OR / WOW Hall",SBD,,,,FLAC,,
"3-8-2001 / San Francisco, CA - Great American Music Hall / DAT(M) (Schoeps MK5) (unk) ",AUD,,,,FLAC,,
"3-9-2001 / San Francisco, CA / Great American Music Hall - DAT(M) (Schoeps MK5) (unk) ",AUD,,,,FLAC,,
"3-10-2001 / Hollywood, CA / Knitting Factory (Marcsounds) (markp)",AUD,,,,FLAC,,
"3-12-2001 / Minneapolis, MN / Guthrie Theater",AUD,,,,FLAC,,
,,,,,,,
[2002],,,,,,,
"2-21-2002 / Hamburg, Germany / Tanzhalle St. Pauli",SBD,,,,FLAC,,
"2-25-2002 / Oslo, Norway / Bla",SBD,,,,FLAC,,
"5-2-2002 / Philadelphia, PA / WHYY-FM - Fresh Air Radio Show",FM,,,,FLAC,,
"6-10-2002 / Chicago, IL / Abbey Pub",AUD,,,,FLAC,,
"6-12-2002 / Chicago, IL / Abbey Pub",AUD,,,,FLAC,,
,,,,,,,
[2003],,,,,,,
"1-6-2003 / Chicago, IL / The Vic",SBD,,,,FLAC,,
"1-8-2003 / Chicago, IL / The Vic",SBD,,,,FLAC,,
"1-9-2003 / Chicago, IL / The Vic",SBD,,,,FLAC,,
"5-16-2003 / Chicago, IL / Martyr's",AUD,,,,FLAC,,
"8-8-2003 / Minneapolis, MN / 400 Bar",AUD,,,,FLAC,,
,,,,,,,
[2005],,,,,,,
"3-4-2005 / Chicago, IL / Vic Theatre",MTX,,,,FLAC,,
"3-5-2005 / Chicago, IL / Vic Theatre",MTX,,,,FLAC,,
5-13-2005 / Mixing It Interview (BBC) ,WEB,,,,FLAC,,
"5-23-2005 / Evanston, IL / Northwestern U - Pick-Staiger Concert Hall",AUD,,,,FLAC,,
"7-21-2005 / Calgary, Canada / Princeis Island Park",AUD,,,,FLAC,,
"11-5-2005 / Madison, WI / Orpheum Theatre",AUD,,,,FLAC,,
"11-8-2005 / Ann Arbor, MI / Michigan Theatre",AUD,,,,FLAC,,
"11-13-2005 / Northampton, MA / Calvin Theater",AUD,,,,FLAC,,
"11-16-2005 / New York, NY / Tribeca Performing Arts Center",AUD,,,,FLAC,,
"11-17-2005 / New York, NY / Tribeca Performing Arts Center",AUD,,,,FLAC,,
"11-17-2005 / New York, NY / Tribeca Performing Arts Center (Tweedy) (FOH Series)",SBD,,,,FLAC,Official Bootleg,
"11-18-2005 / Kingston, NY / Ulster Performing Arts Center",AUD,,,,FLAC,,
"11-22-2005 / London, UK / Rober Rotifer Interview",FM,,,,FLAC,,
"11-22-2005 / London, UK / Shepherds Bush Empire",AUD,,,,FLAC,,
,,,,,,,
[2006],,,,,,,
"1-14-2006 / Chicago, IL / Edie's - Letters to Santa Living Room Show #1",AUD,,,,FLAC,,
"1-25-2006 / Chicago, IL / Abbey Pub - Gary Schepers Benefit",AUD,,,,FLAC,,
"2-2-2006 / Seattle, WA / Moore Theater",AUD,,,,FLAC,,
"2-4-2006 / Eugene, OR / McDonald Theater",AUD,,,,FLAC,,
"2-8-2006 / San Francisco, CA / The Fillmore Auditorium",AUD,,,,FLAC,,
"2-9-2006 / San Francisco, CA / The Fillmore Auditorium",AUD,,,,FLAC,,
"2-11-2006 / San Diego, CA / Spreckles Theater",AUD,,,,FLAC,,
"2-12-2006 / Hollywood, CA / The Fonda Theatre - DAT(M) (ryanj transfer)",SBD,,,,FLAC,,
"2-13-2006 / Los Angeles, CA / Henry Fonda Theater",SBD,,,,FLAC,,
"2-13-2006 / Los Angeles, CA / Henry Fonda Theater (FOH Series)",SBD,,,,FLAC,Official Bootleg,
"2-15-2006 / Boulder, CO / Boulder Theater",AUD,,,,FLAC,,
"2-18-2006 / Lincoln, NE / Rococo Theatre",AUD,,,,FLAC,,
"2-19-2006 / Iowa City, IA / University of Iowa - Iowa Memorial Union",AUD,,,,FLAC,,
"2-19-2006 / Iowa City, IA / University of Iowa - Iowa Memorial Union",AUD,,,,FLAC,,
"2-25-2006 / Chicago, IL / University of Chicago - Mandel Hall",SBD,,,,FLAC,,
"2-25-2006 / Chicago, IL / University of Chicago - Mandel Hall",SBD,,,,FLAC,,
"4-8-2006 / Chicago, IL / Hotel S n' S - Letters to Santa Living Room Show",AUD,,,,FLAC,,
"8-16-2006 / Raleigh, NC / North Carolina Museum of Art",AUD,,,,FLAC,,
"8-18-2006 / Lyons, CO / Planet Bluegrass - Rocky Mountain Folks Festival",AUD,,,,FLAC,,
"10-27-2006 / Urbana, IL / University of Illinois - Foellinger Auditorium",AUD,,,,FLAC,,
"10-30-2006 / Milwaukee, WI / Pabst Theater",AUD,,,,FLAC,,
,,,,,,,
[2007],,,,,,,
"1-21-2007 / Marfa, TX / Liberty Hall",AUD,,,,FLAC,,
"1-23-2007 / Austin, TX / Hogg Auditorium",AUD,,,,FLAC,,
"1-24-2007 / Austin, TX / Hogg Auditorium",AUD,,,,FLAC,,
"1-27-2007 / Birmingham, AL / Alabama Theatre",AUD,,,,FLAC,,
"1-27-2007 / Birmingham, AL / Alabama Theatre",AUD,,,,FLAC,,
"1-30-2007 / Knoxville, TN / Bijou Theater",AUD,,,,FLAC,,
"1-31-2007 / Charlottesville, VA / Paramount Theatre",AUD,,,,FLAC,,
"2-24-2007 / Barrington, IL / The Drost Home - Letters to Santa Living Room Show",MTX,,,,FLAC,,
"3-3-2007 / Winnetka, IL / The Coleman Home - Letters to Santa Living Room Show #3",MTX,,,,FLAC,,
"4-6-2007 / Chicago, IL / The Vic Theater",AUD,,,,FLAC,,
"10-5-2007 / San Francisco, CA / Golden Gate Park - Hardly Strictly Bluegrass Festival",AUD,,,,FLAC,,
,,,,,,,
[2008],,,,,,,
"1-12-2008 / Barrington, IL / The Drost Home - Letters to Santa Living Room Show",MTX,,,,FLAC,,
"9-3-2008 / Palma de Mallorca, Spain / Auditorio de Palma",AUD,,,,FLAC,,
,,,,,,,
[2009],,,,,,,
"1-29-2009 / Kalamazoo, MI / State Theatre",AUD,,,,FLAC,,
"1-30-2009 / Ann Arbor, MI / Hill Auditorium - Ann Arbor Folk Festival",AUD,2 sources,,,FLAC,,
"1-31-2009 / Urbana, IL / Foellinger Auditorium - University of Illinois",AUD,2 sources,,,FLAC,,
"2-13-2009 / Chicago, IL / Vic Theater",AUD,,,,FLAC,,
"2-14-2009 / Chicago, IL / Vic Theater (Radiohead Cover)",AUD,,,,FLAC,,
"3-26-2009 / S. Burlington, VT / Higher Ground",AUD,,,,FLAC,,
"3-27-2009 / Northampton, MA / Calvin Theater",AUD,,,,FLAC,,
"12-27-2009 / Phoenix, AZ / Orpheum Theatre",AUD,,,,FLAC,,
,,,,,,,
[2010],,,,,,,
"8-15-2010 / North Adams, MA / Joe's Field - Solid Sound Festival",AUD,,,,FLAC,,
"8-21-2010 / Schwenksville, PA - Philadelphia Folk Festival",AUD,,,,FLAC,,
"10-2-2010 / Milwaukee, WI / Miller Park - Farm Aid 2010",AUD,,,,FLAC,,
"12-6-2010 / Tarrytown, NY / Music Hall",AUD,,,,FLAC,,
"12-8-2010 / Charlottesville, VA / Paramount Theater",AUD,2 sources,,,FLAC,,
,,,,,,,
[2011],,,,,,,
"1-7-2011 / Boulder, CO / Boulder Theater",AUD,,,,FLAC,,
"3-26-2011 / Portland, ME / State Theater",AUD,2 sources,,,FLAC,,
"3-29-2011 / Rochester, MN / Mayo Civic Center Presentation Hall",AUD,,,,FLAC,,
"3-30-2011 / Iowa City, IA / Englert Theater",AUD,,,,FLAC,,
"4-15-2011 / Chicago, IL / Vic Theatre",AUD,2 sources,,,FLAC,,
"4-16-2011 / Chicago, IL / Vic Theatre",AUD,2 sources,,,FLAC,,
"7-10-2011 / Winnipeg, MB / Winnipeg Folk Festival - Main Stage",AUD,,,,FLAC,,
"8-4-2011 / Honolulu, HI / Hawaii Theatre",AUD,,,,FLAC,,
,,,,,FLAC,,
[2012],,,,,,,
"3-30-2012 / Chicago, IL / The Vic",AUD,2 sources,,,FLAC,,
"3-31-2012 / Chicago, IL / The Vic",AUD,,,,FLAC,,
,,,,,,,
[2013],,,,,,,
"3-13-2013 / Chicago, IL / The Vic",AUD,,,,FLAC,,
"3-14-2013 / Chicago, IL / The Vic",AUD,,,,FLAC,,
"12-3-2013 / Kansas City, MO / Uptown Theater",AUD,,,,FLAC,,
"12-3-2013 / Kansas City, MO / Uptown Theatre (Roadcase 030)",SBD,,,,FLAC,Official Bootleg,
"12-5-2013 / Denver, CO / Paramount Theater",AUD,,,,FLAC,,
"12-5-2013 / Denver, CO / Paramount Theater",AUD,,,,FLAC,,
"12-5-2013 / Denver, CO / Paramount Theater (Roadcase 029)",SBD,,,,FLAC,Official Bootleg,
"12-6-2013 / Salt Lake City, UT  Kingsbury Hall (FOH Series)",SBD,,,,FLAC,Official Bootleg,
"12-8-2013 / Seattle, WA / Moore Theatre",AUD,,,,FLAC,,
"12-8-2013 / Seattle, WA / Moore Theatre (Roadcase 028)",SBD,,,,FLAC,Official Bootleg,
"12-10-2013 / Davis, CA / Mondavi Center",AUD,,,,FLAC,,
"12-11-2013 / San Francisco, CA / The Fillmore",AUD,,,,FLAC,,
"12-12-2013 / San Francisco, CA / The Fillmore",AUD,,,,FLAC,,
"12-15-2013 / Los Angeles, CA / Largo at the Coronet (Roadcase 024)",SBD,,,,FLAC,Official Bootleg,
"12-16-2013 / Los Angeles, CA / Largo at the Coronet (Roadcase 025)",SBD,,,,FLAC,Official Bootleg,
"12-18-2013 / Los Angeles, CA / Largo at the Coronet",AUD,,,,FLAC,,
"12-18-2013 / Los Angeles, CA / Largo at the Coronet (Roadcase 026)",SBD,,,,FLAC,Official Bootleg,
"12-19-2013 / Los Angeles, CA / Largo at the Coronet (Roadcase 027)",SBD,,,,FLAC,Official Bootleg,
,,,,,,,
[2014],,,,,,,
"2-14-2014 / Chicago, IL / Vic Theatre (Jeff Tweedy) (Roadcase 031)",SBD,,,,FLAC,Official Bootleg,
"2-15-2014 / Chicago, IL / Vic Theatre (Jeff Tweedy) (Roadcase 032)",SBD,,,,FLAC,Official Bootleg,
"6-7-2014 / Hunter, NY / Hunter Mtn. Ski Area - Mountain Jam X",AUD,,,,FLAC,,
"6-9-2014 / Balitimore, MD / Meyerhoff Symphony Hall",AUD,,,,FLAC,,
"6-10-2014 / Washington, DC / Lincoln Theatre (Roadcase 034)",SBD,,,,FLAC,Official Bootleg,
"6-11-2014 / Louisville, KY / Brown Theater",AUD,,,,FLAC,,
"6-17-2014 / Columbia, MO / Missouri Theater",AUD,,,,FLAC,,
"6-24-2014 / Nashville, TN / Ryman Theater",FM,,,,FLAC,,
"7-25-2014 / Portsmouth, NH / The Music Hall",AUD,,,,FLAC,,
"7-26-2014 / Freeport, MN / LL Bean Summer Concert Series",AUD,,,,FLAC,,
"9-21-2014 / Philadelphia, PA / World Cafe Live",FM,,,,FLAC,,
"10-1-2014 / Buffalo, NY / The Town Ballroom (Roadcase 035)",SBD,,,,FLAC,Official Bootleg,
"11-8-2014 / Wangels, Germany / Rolling Stone Weekender (NDR Blue DVB-C) (unk)",FM,,,,FLAC,,
"11-9-2014 / Copenhagen, Denmark / Koncerthuset Studie 2",AUD,,,,FLAC,,
"11-10-2014 / Oslo, Norway / Sentrum Scene",AUD,,,,FLAC,,
"11-10-2014 / Oslo, Norway / Sentrum Scene",AUD,,,,FLAC,,
"11-15-2014 / Leuven, Belgium / Het Depot",AUD,,,,FLAC,,
"11-15-2014 / Leuven, Belgium / Het Depot",AUD,,,,FLAC,,
,,,,,,,
[2015],,,,,,,
"1-28-2015 / Dublin, Ireland / Vicar Street",AUD,,,,FLAC,,
"1-28-2015 / Dublin, Ireland / Vicar Street",AUD,,,,FLAC,,
