Local H,Versions,File Type
Local H - '99?'00 Demos {8 77319 00056 0} (2006),Official Release,FLAC
,,
[Singles],,
Local H - Mayonnaise And Malaise (Single) {PRCD 6976-2} (1995),Official Release,FLAC
Local H - High-Fiving MF (Single) {PRCD 7206-2} (1996),Official Release,FLAC
Local H - Bound For The Floor (US Single) {572 047-2} (1996),Official Release,FLAC
Local H - Bound For The Floor (Australian Single) {854 897-2} (1996),Official Release,FLAC
Local H - Have Yourself A Merry Little Christmas (Single) {PRCD 7700-2} (1997),Official Release,FLAC
,,
[Albums],,
Local H - Ham Fisted [314-524 073-2] (1995),Official Release,FLAC
Local H - As Good As Dead {314-524 202-2} (1996),Official Release,FLAC
Local H - Pack Up the Cats {314-524 549-2} (1998),Official Release,FLAC
Local H - Pack Up the Cats (Limited Edition) {314-524 567-2} (1998),Official Release,FLAC
Local H - Half-Life EP {PRCD V20721} (2001),Official Release,FLAC
Local H - Here Comes the Zoo {PALMCD 2072-2} (2002),Official Release,FLAC
Local H - No Fun (EP) {THK-089} (2003),Official Release,FLAC
Local H - Whatever Happened To P.J. Soles? {603-0401-2} (2004),Official Release,FLAC
Local H - Whatever Happened To P.J. Soles? (20th Anniversary) {GP020} (2024),Official Release,FLAC
Local H - Hallelujah! I'm A Bum {THIN0056} (2012),Official Release,FLAC
Local H - The Another February EP {THIN0056EP} (2013),Official Release,FLAC
"Local H - Hey, Killer {G&P 008} (2015)",Official Release,FLAC
Local H - LIFERS (2020),Official Release,FLAC
Local H - Here Comes The Zoo (20th Anniversary Edition) {G&P017} (2022),Official Release,FLAC
,,
[Live Albums],,
Local H - Alive '05 (2005),Official Release,FLAC
Local H - Live in Europe {G&P013} (2018),Official Release,FLAC
,,
[Compilations],,
Local H - Awesome Mix Tape #1 (EP) [G&P004] (2010),Official Release,FLAC
Local H - The Island Years {B0015322-02} (2011),Official Release,FLAC
Local H - Local H's Awesome Mixtape #2 (2014),Official Release,FLAC
Local H - Local H's Awesome Quarantine Mix-Tape #3 (2021),Official Release,FLAC
,,
[DVD],,
Local H - 68 Angry Minutes,Official Release,DVD
Local H - Straight Outta Zion (Digital Download),Official Release,MP4
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
Scott Lucas & the Married Men,Versions,File Type
Drive - B,,
,,
,,
[2011],,
"5-26-2011 / Chicago, IL / The Double Door (tapeworm48)",WEB,FLAC
,,
[2022],,
"3-25-2022 / Chicago, IL / Empty Bottle (AT853U) (charles dewey cole)",AUD,FLAC 24
"3-25-2022 / Chicago, IL / Empty Bottle (DPA 4060) (charles dewey cole)",AUD,FLAC 24
"8-27-2022 / Skokie, IL / Skokie Backlot Bash (Schoeps MK4s) (tapeworm48)",AUD,FLAC 24
