Metallica,Versions,File Type,
"6-17-2009 / Oslo, Norway / Spektrum (LiveMetallica)",SBD,FLAC,Official Bootleg
"6-19-2009 / Nickelsdorf, Austria / Pannonia Fields II - Nova Rock (LiveMetallica)",SBD,FLAC,Official Bootleg
"6-20-2009 / Nijmegen, Holland / Goffertpark - Sonisphere (LiveMetallica)",SBD,FLAC,Official Bootleg
"6-22-2009 / Milan, Itally / Mediolanum Forum di Assago (LiveMetallica)",SBD,FLAC,Official Bootleg
"6-24-2009 / Rome, Italy / Palalottomatica (LiveMetallica)",SBD,FLAC,Official Bootleg
"7-4-2009 / Hockenheim, Germany / Hockenheimring - Sonisphere Germany (LiveMetallica)",SBD,FLAC,Official Bootleg
"7-5-2009 / Werchter, Belgium / Rock Werchter (LiveMetallica)",SBD,FLAC,Official Bootleg
"7-7-2009 / Nimes, France / Arenes de Nimes - Festival de Nimes (LiveMetallica)",SBD,FLAC,Official Bootleg
"7-9-2009 / Oeiras, Portugal / Passeio Mar?timo de Alg? - Optimus Alive! (LiveMetallica)",SBD,FLAC,Official Bootleg
"7-11-2009 / Barcelona, Spain / Parc del Forum / Sonisphere Spain (LiveMetallica)",SBD,FLAC,Official Bootleg
"7-13-2009 / Madrid, Spain / Palacio de Deportes de la Comunidad de Madrid (1st night) (LiveMetallica)",SBD,FLAC,Official Bootleg
"7-14-2009 / Madrid, Spain / Palacio de Deportes de la Comunidad de Madrid (2nd night) (LiveMetallica)",SBD,FLAC,Official Bootleg
"7-16-2009 / Zurich, Switzerland / Hallenstadion (LiveMetallica)",SBD,FLAC,Official Bootleg
"7-18-2009 / Hultsfred, Sweden / Folkets Park - Sonisphere Sweden (LiveMetallica)",SBD,FLAC,Official Bootleg
"7-20-2009 / Copenhagen, Denmark / Forum Kobenhavn (1st night) (LiveMetallica)",SBD,FLAC,Official Bootleg
"7-22-2009 / Copenhagen, Denmark / Forum Kobenhavn (2nd night) (LiveMetallica)",SBD,FLAC,Official Bootleg
"7-22-2009 / Copenhagen, Denmark / Forum Kobenhavn (2nd night) (LiveMetallica) (2009 Original Mix)",SBD,FLAC,Official Bootleg
"7-22-2009 / Copenhagen, Denmark / Forum Kobenhavn (2nd night) (LiveMetallica) (2020 Mix)",SBD,FLAC HD,Official Bootleg
"7-23-2009 / Copenhagen, Denmark / Forum Kobenhavn (3rd night) (LiveMetallica)",SBD,FLAC,Official Bootleg
"7-25-2009 / Pori, Finland / Kirjurinluoto - Sonisphere Finland (LiveMetallica)",SBD,FLAC,Official Bootleg
"7-27-2009 / Copenhagen, Denmark / Forum Kobenhavn (1st night) (LiveMetallica)",SBD,FLAC,Official Bootleg
"7-28-2009 / Copenhagen, Denmark / Forum Kobenhavn (2nd night) (LiveMetallica)",SBD,FLAC,Official Bootleg
"7-30-2009 / Oslo, Norway / Spektrum (LiveMetallica)",SBD,FLAC,Official Bootleg
"8-1-2009 / Dublin, Ireland / Marlay Park (LiveMetallica)",SBD,FLAC,Official Bootleg
"8-2-2009 / Stevenage, England / Knebworth House - Sonisphere UK (LiveMetallica)",SBD,FLAC,Official Bootleg
"9-11-2009 / San Rafael, CA / Marin Veterans' Memorial Auditorium (LiveMetallica)",SBD,FLAC,Official Bootleg
"9-14-2009 / Nashville, TN / Sommet Center (LiveMetallica)",SBD,FLAC,Official Bootleg
"9-15-2009 / Cincinnati, OH / U.S. Bank Arena (LiveMetallica)",SBD,FLAC,Official Bootleg
"9-17-2009 / Indianapolis, IN / Conseco Fieldhouse (LiveMetallica)",SBD,FLAC,Official Bootleg
"9-19-2009 / Montreal, PQ / Centre Bell (1st night) (LiveMetallica)",SBD,FLAC,Official Bootleg
"9-20-2009 / Montreal, PQ / Centre Bell (2nd night) (LiveMetallica)",SBD,FLAC,Official Bootleg
"9-28-2009 / San Antonio, TX / AT&T Center (LiveMetallica)",SBD,FLAC,Official Bootleg
"9-29-2009 / Dallas, TX / American Airlines Center (LiveMetallica)",SBD,FLAC,Official Bootleg
"10-1-2009 / Sunrise, FL / BankAtlantic Center (LiveMetallica)",SBD,FLAC,Official Bootleg
"10-3-2009 / Tampa, FL / St. Pete Times Forum (LiveMetallica)",SBD,FLAC,Official Bootleg
"10-4-2009 / Atlanta, GA / Philips Arena (LiveMetallica)",SBD,FLAC,Official Bootleg
"10-12-2009 / Winnipeg, Manitoba / MTS Centre (LiveMetallica)",SBD,FLAC,Official Bootleg
"10-13-2009 / Minneapolis, MN / Target Center (LiveMetallica)",SBD,FLAC,Official Bootleg
"10-15-2009 / Cleveland, OH / Quicken Loans Arena (LiveMetallica)",SBD,FLAC,Official Bootleg
"10-17-2009 / Charlottesville, VA / John Paul Jones Arena (LiveMetallica)",SBD,FLAC,Official Bootleg
"10-18-2009 / Charlotte, NC / Time Warner Cable Arena (LiveMetallica)",SBD,FLAC,Official Bootleg
"10-26-2009 / Toronto, Canada / Air Canada Centre (1st night) (LiveMetallica)",SBD,FLAC,Official Bootleg
"10-27-2009 / Toronto, Canada / Air Canada Centre (2nd night) (LiveMetallica)",SBD,FLAC,Official Bootleg
"10-31-2009 / Quebec City, PQ / Colisee Pepsi (1st night) (LiveMetallica)",SBD,FLAC,Official Bootleg
"11-1-2009 / Quebec City, PQ / Colisee Pepsi (2nd night) (LiveMetallica)",SBD,FLAC,Official Bootleg
"11-3-2009 / Ottawa, Ontario / Scotiabank (LiveMetallica)",SBD,FLAC,Official Bootleg
"11-9-2009 / Grand Rapids, MI / Van Andel Arena (LiveMetallica)",SBD,FLAC,Official Bootleg
"11-10-2009 / Buffalo, NY / HSBC Arena (LiveMetallica)",SBD,FLAC,Official Bootleg
"11-12-2009 / Albany, NY / Times Union Center (CA-11) (tikimaize)",AUD,FLAC,
"11-12-2009 / Albany, NY / Times Union Center (LiveMetallica)",SBD,FLAC,Official Bootleg
"11-14-2009 / New York, NY / Madison Square Garden (1st night) (LiveMetallica)",SBD,FLAC,Official Bootleg
"11-14-2009 / New York, NY / Madison Square Garden (1st night) (CA-11) (tikimaize)",AUD,FLAC,
"11-15-2009 / New York, NY / Madison Square Garden (2nd night) (LiveMetallica)",SBD,FLAC,Official Bootleg
"12-5-2009 / Las Vegas, NV / Mandalay Bay Events Center (LiveMetallica)",SBD,FLAC,Official Bootleg
"12-7-2009 / Boise, ID / Idaho Center Arena (LiveMetallica)",SBD,FLAC,Official Bootleg
"12-8-2009 / Sacramento, CA / ARCO Arena (LiveMetallica)",SBD,FLAC,Official Bootleg
"12-10-2009 / Anaheim, CA / Honda Center (LiveMetallica)",SBD,FLAC,Official Bootleg
"12-12-2009 / San Jose, CA / HP Pavilion (LiveMetallica)",SBD,FLAC,Official Bootleg
"12-12-2009 / San Jose, CA / San Jose Arena (KM140s)",AUD,FLAC,
,,,
[2010],,,
"1-19-2010 / Lima, Peru / Estadio San Marcos (LiveMetallica)",SBD,FLAC,Official Bootleg
"1-21-2010 / Buenos Aires, Argentina / Estadio River Plate (1st night) (LiveMetallica)",SBD,FLAC,Official Bootleg
"1-22-2010 / Buenos Aires, Argentina / Estadio River Plate (2nd night) (LiveMetallica)",SBD,FLAC,Official Bootleg
"1-24-2010 / Cordoba, Chile / Orfeo Superdomo (LiveMetallica)",SBD,FLAC,Official Bootleg
"1-26-2010 / Santiago, Chile / Club Hipico (LiveMetallica)",SBD,FLAC,Official Bootleg
"1-28-2010 / Porto Alegre, Brazil / Parque Condor (LiveMetallica)",SBD,FLAC,Official Bootleg
"1-30-2010 / Sao Paulo, Brazil / Estadio do Morumbi (1st night) (LiveMetallica)",SBD,FLAC,Official Bootleg
"1-31-2010 / Sao Paulo, Brazil / Estadio do Morumbi (2nd night) (LiveMetallica)",SBD,FLAC,Official Bootleg
"3-1-2010 / Guadalajara, Mexico / Estadio Tres de Marzo (LiveMetallica)",SBD,FLAC,Official Bootleg
"3-3-2010 / Monterrey, Mexico / Estadio Universitario (LiveMetallica)",SBD,FLAC,Official Bootleg
"3-5-2010 / Guatemala City, GTM / Estadio Mateo Flores (LiveMetallica)",SBD,FLAC,Official Bootleg
"3-7-2010 / San Jose, Costa Rica / Estadio Ricardo Saprissa (LiveMetallica)",SBD,FLAC,Official Bootleg
"3-8-2010 / Panama City, PAN / Figali Convention Center (LiveMetallica)",SBD,FLAC,Official Bootleg
"3-10-2010 / Bogota, Colombia / Parque Simon Bolivar (LiveMetallica)",SBD,FLAC,Official Bootleg
"3-12-2010 / Caracas, Venezuela / Estadio de Beisbol de la Rinconada (LiveMetallica)",SBD,FLAC,Official Bootleg
"3-14-2010 / San Juan, PRI / Coliseo de Puerto Rico Jose? Miguel Agrelot (LiveMetallica)",SBD,FLAC,Official Bootleg
"4-13-2010 / Oslo, Norway / Telenor Arena (LiveMetallica)",SBD,FLAC,Official Bootleg
"4-14-2010 / Oslo, Norway / Telenor Arena (LiveMetallica)",SBD,FLAC,Official Bootleg
"4-17-2010 / Riga, LVA / Riga Arena (LiveMetallica)",SBD,FLAC,Official Bootleg
"4-18-2010 / Tallinn, EST / Saku Suurhall (LiveMetallica)",SBD,FLAC,Official Bootleg
"4-20-2010 / Vilnius, LIT / Siemens Arena (LiveMetallica)",SBD,FLAC,Official Bootleg
"4-21-2010 / Vilnius, LIT / Siemens Arena (LiveMetallica)",SBD,FLAC,Official Bootleg
"4-24-2010 / Moscow, Russia / Olympijskiy Stadium (1st night) (LiveMetallica)",SBD,FLAC,Official Bootleg
"4-25-2010 / Moscow, Russia / Olympijskiy Stadium (2nd night) (LiveMetallica)",SBD,FLAC,Official Bootleg
"5-11-2010 / Belfast, IRE / Odyssey Arena (LiveMetallica)",SBD,FLAC,Official Bootleg
"5-12-2010 / Belfast, IRE / Odyssey Arena (LiveMetallica)",SBD,FLAC,Official Bootleg
"5-14-2010 / Budapest, Hungary / Puskas Ferenc Stadion (LiveMetallica)",SBD,FLAC,Official Bootleg
"5-16-2010 / Zagreb, HRV / Zagreb Hippodrome (LiveMetallica)",SBD,FLAC,Official Bootleg
"5-18-2010 / Lisbon, PRT - Pavilha?o Atla?ntico (LiveMetallica)",SBD,FLAC,Official Bootleg
"5-19-2010 / Lisbon, PRT - Pavilha?o Atla?ntico (LiveMetallica)",SBD,FLAC,Official Bootleg
"5-22-2010 / Tel Aviv, ISR - Ramat Gan Stadium (LiveMetallica)",SBD,FLAC,Official Bootleg
"5-23-2010 / Lyon, France / Halle Tony Garnier (LiveMetallica)",SBD,FLAC,Official Bootleg
"6-14-2010 / Arganda del Rey, Spain / Ciudad del Rock - Rock in Rio (LiveMetallica)",SBD,FLAC,Official Bootleg
"6-16-2010 / Warsaw, POL / Bemowo Airport - Sonisphere (LiveMetallica)",SBD,FLAC,Official Bootleg
"6-18-2010 / Jonschwil, CHE / Degenaupark - Sonisphere (LiveMetallica)",SBD,FLAC,Official Bootleg
"6-19-2010 / Prague, CZE / Milovice Airfield - Sonisphere (LiveMetallica)",SBD,FLAC,Official Bootleg
"6-22-2010 / Sofia, BUL / Vasil Levski Stadium - Sonisphere (LiveMetallica)",SBD,FLAC,Official Bootleg
"6-24-2010 / Athens, GRC / Terra Vibe Park - Sonisphere (LiveMetallica)",SBD,FLAC,Official Bootleg
"6-26-2010 / Bucharest, ROM / Romexpo - Sonisphere (LiveMetallica)",SBD,FLAC,Official Bootleg
"6-27-2010 / Istanbul, TUR / BJK Inonu Stadium, Sonisphere (LiveMetallica)",SBD,FLAC,Official Bootleg
"9-15-2010 / Melbourne, AUS / Rod Laver Arena (LiveMetallica)",SBD,FLAC,Official Bootleg
"9-16-2010 / Melbourne, AUS / Rod Laver Arena (LiveMetallica)",SBD,FLAC,Official Bootleg
"9-18-2010 / Sydney, AUS / Acer Arena (LiveMetallica)",SBD,FLAC,Official Bootleg
"9-21-2010 / Christchurch, NZL / CBS Canterbury Arena (LiveMetallica)",SBD,FLAC,Official Bootleg
"9-22-2010 / Christchurch, NZL / CBS Canterbury Arena (LiveMetallica)",SBD,FLAC,Official Bootleg
"9-25-2010 / Tokyo, JPN / Saitama Super Arena (LiveMetallica)",SBD,FLAC,Official Bootleg
"9-26-2010 / Tokyo, JPN / Saitama Super Arena (LiveMetallica)",SBD,FLAC,Official Bootleg
"10-13-2010 / Auckland, NZL / Vector Arena (LiveMetallica)",SBD,FLAC,Official Bootleg
"10-14-2010 / Auckland, NZL / Vector Arena (LiveMetallica)",SBD,FLAC,Official Bootleg
"10-16-2010 / Brisbane, AUS / Brisbane Entertainment Centre (LiveMetallica)",SBD,FLAC,Official Bootleg
"10-16-2010 / Brisbane, Australia / Brisbane Entertainment Centre (Source 2) (crazytallicafux)",AUD,FLAC,
"10-18-2010 / Brisbane, AUS / Brisbane Entertainment Centre (LiveMetallica)",SBD,FLAC,Official Bootleg
"10-19-2010 / Brisbane, AUS / Brisbane Entertainment Centre (LiveMetallica)",SBD,FLAC,Official Bootleg
"10-22-2010 / Perth, AUS / Burswood Dome (LiveMetallica)",SBD,FLAC,Official Bootleg
"10-22-2010 / Perth, Australia / Burswood Dome (SP-BMC-12)",AUD,FLAC,
"10-23-2010 / Perth, Australia / Burswood Dome (LiveMetallica)",SBD,FLAC,Official Bootleg
"11-4-2010 / Santa Monica, CA / Santa Monica Airport - Hangar 8 (LiveMetallica)",SBD,FLAC,Official Bootleg
"11-4-2010 / Santa Monica, CA / Santa Monica Airport *Call Of Duty Black Ops (Source 2) (MOZ-2)",Silver CD,FLAC,
"11-10-2010 / Sydney, AUS / Acer Arena (LiveMetallica)",SBD,FLAC,Official Bootleg
"11-11-2010 / Sydney, AUS / Acer Arena (LiveMetallica)",SBD,FLAC,Official Bootleg
"11-13-2010 / Sydney, Australia / Acer Arena (LiveMetallica)",SBD,FLAC,Official Bootleg
"11-15-2010 / Adelaide, AUS / Adelaide Entertainment Centre (LiveMetallica)",SBD,FLAC,Official Bootleg
"11-16-2010 / Adelaide, AUS / Adelaide Entertainment Centre (LiveMetallica)",SBD,FLAC,Official Bootleg
"11-18-2010 / Melbourne, AUS / Rod Laver Arena (LiveMetallica)",SBD,FLAC,Official Bootleg
"11-20-2010 / Melbourne, AUS / Rod Laver Arena (LiveMetallica)",SBD,FLAC,Official Bootleg
"11-21-2010 / Melbourne, AUS / Rod Laver Arena (LiveMetallica)",SBD,FLAC,Official Bootleg
,,,
[2011],,,
"4-23-2011 / Indio, CA / Empire Polo Club (LiveMetallica)",SBD,FLAC,Official Bootleg
"7-2-2011 / Gelsenkirchen, GER / Veltins Arena (LiveMetallica)",SBD,FLAC,Official Bootleg
"7-3-2011 / Gothenburg, Sweden / Ullevi Stadium - Big 4 Festival (LiveMetallica)",SBD,FLAC,Official Bootleg
"7-3-2011 / Gothenburg, Sweden / Ullevi (Source 2)",SBD,FLAC,
"7-3-2011 / Gothenburg, Sweden / Ullevi (Source 3) (tosse2)",AUD,FLAC,
"7-6-2011 / Milan, ITA / Fiera Open Air Arena (LiveMetallica)",SBD,FLAC,Official Bootleg
"7-8-2011 / Knebworth, UK / Knebworth House, Sonisphere (LiveMetallica)",SBD,FLAC,Official Bootleg
"7-9-2011 / Amneville, FRA / Snowhall Parc, Sonisphere (LiveMetallica)",SBD,FLAC,Official Bootleg
"7-14-2011 / Halifax, NS / Halifax Citadel Garrison Grounds - Rock the Hill (LiveMetallica)",SBD,FLAC,Official Bootleg
"7-16-2011 / Quebec City, QC / Plains of Abraham, Festival d'ete de Quebec (LiveMetallica)",SBD,FLAC,Official Bootleg
"8-31-2011 / San Francisco, CA / Moscone Center (LiveMetallica)",SBD,FLAC,Official Bootleg
"9-14-2011 / New York, NY / Yankee Stadium (LiveMetallica)",SBD,FLAC,Official Bootleg
"9-14-2011 / New York, NY / Yankee Stadium (Source 2) (tikimaize)",AUD,FLAC,
"9-25-2011 / Rio De Janeiro, BRA / Cidade do Rock, Rock in Rio (LiveMetallica)",SBD,FLAC,Official Bootleg
"10-25-2011 / Abu Dhabi, ARE / Yas Arena (LiveMetallica)",SBD,FLAC,Official Bootleg
"10-30-2011 / Bangalodore, IND / Main Palace (LiveMetallica)",SBD,FLAC,Official Bootleg
"11-11-2011 / Bockemond, Germany / WDR Studio BS 1 (Lou Reed & Metallica)",FM,FLAC,
"12-5-2011 / San Francisco, CA / The Fillmore (1st night) (LiveMetallica)",SBD,FLAC,Official Bootleg
"12-7-2011 / San Francisco, CA / The Fillmore (2nd night) (LiveMetallica)",SBD,FLAC,Official Bootleg
"12-9-2011 / San Francisco, CA / The Fillmore (3rd night) (LiveMetallica)",SBD,FLAC,Official Bootleg
"12-10-2011 / San Francisco, CA / The Fillmore (4th night) (LiveMetallica)",SBD,FLAC,Official Bootleg
,,,
[2012],,,
"5-7-2012 / Prague, CZE / Synot Tip Are?na (LiveMetallica)",SBD,FLAC,Official Bootleg
"5-8-2012 / Belgrade, SRB / USCE Park (LiveMetallica)",SBD,FLAC,Official Bootleg
"5-10-2012 / Warsaw, Poland / Bemowo Airport (LiveMetallica)",SBD,FLAC,Official Bootleg
"5-12-2012 / Paris, France / Stade de France (LiveMetallica)",SBD,FLAC,Official Bootleg
"5-13-2012 / Udine, Italy / Stadio Friule (LiveMetallica)",SBD,FLAC,Official Bootleg
"5-23-2012 / Oslo, NO / Vallehovin (LiveMetallica)",SBD,FLAC,Official Bootleg
"5-25-2012 / Lisbon, Portugal / Rock in Rio (LiveMetallica)",SBD,FLAC,Official Bootleg
"5-25-2012 / Lisboa, Portugal / Rock in Rio ",PRO,DVD,
"5-26-2012 / Madrid, Spain / Getafe Open Air (LiveMetallica)",SBD,FLAC,Official Bootleg
"5-28-2012 / Werchter, Belgium / Festivalpark (LiveMetallica)",SBD,FLAC,Official Bootleg
"5-30-2012 / Yverdon-les-Bains, Switzerland / Rives du Lac (LiveMetallica)",SBD,FLAC,Official Bootleg
"6-1-2012 / Nurnberg, DEU / Rock im Park (LiveMetallica)",SBD,FLAC,Official Bootleg
"6-2-2012 / Nurbergring, DEU / Rock am Ring (LiveMetallica)",SBD,FLAC,Official Bootleg
"6-4-2012 / Helsinki, Finland /- Kalatasama (LiveMetallica)",SBD,FLAC,Official Bootleg
"6-6-2012 / Horsens, DNK / State Prison Open Air (LiveMetallica)",SBD,FLAC,Official Bootleg
"6-9-2012 / Donington, England / Download Festival (LiveMetallica)",SBD,FLAC,Official Bootleg
"6-10-2012 / Nickelsdorf, Austria / Nova Rock (LiveMetallica)",SBD,FLAC,Official Bootleg
"6-10-2012 / Nickelsdorf, Austria / Nova Rock (LiveMetallica) (2020 Mix)",SBD,FLAC HD,Official Bootleg
"6-10-2012 / Nickelsdorf, AUT / Pannonia Fields II (Source 2) (shownomarcy)",AUD,FLAC,
"6-23-2012 / Atlantic City, NJ / Orion Music + More 2012 (LiveMetallica)",SBD,FLAC,Official Bootleg
"6-24-2012 / Atlantic City, NJ / Orion Music + More 2012 (LiveMetallica)",SBD,FLAC,Official Bootleg
"7-28-2012 / Mexico CIty, MX / Sports Palace (LiveMetallica)",SBD,FLAC,Official Bootleg
"7-30-2012 / Mexico CIty, MX / Sports Palace (LiveMetallica)",SBD,FLAC,Official Bootleg
"8-1-2012 / Mexico CIty, MX / Sports Palace (LiveMetallica)",SBD,FLAC,Official Bootleg
"8-2-2012 / Mexico CIty, MX / Sports Palace (LiveMetallica)",SBD,FLAC,Official Bootleg
"8-4-2012 / Mexico CIty, MX / Sports Palace (LiveMetallica)",SBD,FLAC,Official Bootleg
"8-6-2012 / Mexico CIty, MX / Sports Palace (LiveMetallica)",SBD,FLAC,Official Bootleg
"8-7-2012 / Mexico CIty, MX / Sports Palace (LiveMetallica)",SBD,FLAC,Official Bootleg
"8-9-2012 / Mexico CIty, MX / Sports Palace (LiveMetallica)",SBD,FLAC,Official Bootleg
"8-11-2012 / San Francisco, CA / Golden Gate Park (LiveMetallica)",SBD,FLAC,Official Bootleg
"8-17-2012 / Edmonton, AB / Rexall Place (LiveMetallica)",SBD,FLAC,Official Bootleg
"8-18-2012 / Edmonton, AB / Rexall Place (LiveMetallica)",SBD,FLAC,Official Bootleg
"8-24-2012 / Vancouver, BC / Rogers Arena (LiveMetallica)",SBD,FLAC,Official Bootleg
"8-25-2012 / Vancouver, BC / Rogers Arena (LiveMetallica)",SBD,FLAC,Official Bootleg
"10-27-2012 / New Orleans, LA / Voodoo Music & Arts Experience (LiveMetallica)",SBD,FLAC,Official Bootleg
,,,
[2013],,,
"2-23-2013 / Brisbane, AUS / Soundwave Festival (LiveMetallica)",SBD,FLAC HD,Official Bootleg
"2-24-2013 / Sydney, AUS / Soundwave Festival (LiveMetallica)",SBD,FLAC HD,Official Bootleg
"3-1-2013 / Melbourne, AUS / Soundwave Festival (LiveMetallica)",SBD,FLAC HD,Official Bootleg
"3-2-2013 / Adelaide, AUS / Soundwave Festival (LiveMetallica)",SBD,FLAC HD,Official Bootleg
"3-4-2013 / Perth, AUS / Soundwave Festival (LiveMetallica)",SBD,FLAC HD,Official Bootleg
"4-19-2013 / Abu Dhabi, UAE / Du Arena at Yas Island (LiveMetallica)",SBD,FLAC HD,Official Bootleg
"4-24-2013 / Cape Town, RSA / Bellville Velodrome (LiveMetallica)",SBD,FLAC HD,Official Bootleg
"4-25-2013 / Cape Town, RSA / Bellville Velodrome (LiveMetallica)",SBD,FLAC HD,Official Bootleg
"4-27-2013 / Johannesburg, RSA / FNB Stadium (LiveMetallica)",SBD,FLAC HD,Official Bootleg
"6-8-2013 / Detroit, MI / Belle Isle (LiveMetallica)",SBD ,FLAC HD,Official Bootleg
"6-9-2013 / Detroit, MI / Belle Isle (LiveMetallica)",SBD ,FLAC HD,Official Bootleg
"7-6-2013 / Roskilde, DNK / Roskilde Festival (LiveMetallica)",SBD ,FLAC HD,Official Bootleg
"7-19-2013 / San Diego, CA / Spreckels (LiveMetallica)",SBD ,FLAC HD,Official Bootleg
"8-10-2013 / Tokyo, Japan / QVC Marine Field (LiveMetallica)",SBD ,FLAC HD,Official Bootleg
"8-10-2013 / Chiba, Japan / QVC Marine Field *Summer Sonic Tokyo 2013",SBD,FLAC,
"8-10-2013 / Tokyo, Japan / QVC Marine Field *Summer Sonic Tokyo 2013 (Source 2)",AUD,FLAC,
"8-11-2013 / Osaka, Japan / Maishima Summer Sonic Osaka Site (LiveMetallica)",SBD,FLAC HD,Official Bootleg
"8-11-2013 / Osaka, Japan / Maishima *Summer Sonic Osaka 2013",SBD,FLAC,
"8-11-2013 / Osaka, Japan / Maishima Sports Island *Summer Sonic Osaka 2013 (Source 2) (ZODIAC 032)",Silver CD,FLAC,
"8-13-2013 / Shanghai, CHN / Mercedes-Benz Arena (LiveMetallica)",SBD,FLAC HD,Official Bootleg
"8-14-2013 / Shanghai, China / Mercedes-Benz Arena (LiveMetallica)",SBD,FLAC HD,Official Bootleg
"8-18-2013 / Seoul, KOR / Citybreak at Olympic Park (LiveMetallica) ",SBD,FLAC HD,Official Bootleg
"8-18-2013 / Seoul, Korea / Olympic Park *Fight Fire With Seoul (Source 2)",MTX,FLAC,
"8-21-2013 / Kuala Lumpur, Malaysia / Stadium Merdeka (LiveMetallica)",SBD,FLAC HD,Official Bootleg
"8-24-2013 / Singapore, SGP / Singapore Changi Exhibition Centre (LiveMetallica)",SBD,FLAC HD,Official Bootleg
"8-25-2013 / Jakarta, IDN / Galora Bung Karno Stadium (LiveMetallica)",SBD,FLAC HD,Official Bootleg
"9-19-2013 / Rio de Janeiro, Brazil / City of Rock (LiveMetallica)",SBD,FLAC HD,Official Bootleg
"9-21-2013 / New York, NY / Apollo Theater (LiveMetallica)",SBD,FLAC HD,Official Bootleg
"12-8-2013 / South Shetland Islands, Antarctica / Carlini Dome (LiveMetallica)",SBD,FLAC HD,Official Bootleg
"12-8-2013 / South Shetland Islands, Antarctica / Carlini Dome *Freeze 'Em All",PRO,MP4,
,,,
[2014],,,
"1-26-2014 / Los Angeles, CA / Staples Center (damageinc)",TV,FLAC,
"3-16-2014 / Bogota, COL / Parque Simon Bolivar (LiveMetallica)",SBD,FLAC HD,Official Bootleg
"3-18-2014 / Quito, ECU / Parque Bicenenario (LiveMetallica)",SBD,FLAC HD,Official Bootleg
"3-20-2014 / Lima, PER / Estadio Nacional (LiveMetallica)",SBD,FLAC HD,Official Bootleg
"3-22-2014 / Sao Paulo, BRA / Estadio Do Morumbi (LiveMetallica)",SBD,FLAC HD,Official Bootleg
"3-24-2014 / Asuncion, PRY / Jockey Club (LiveMetallica)",SBD,FLAC HD,Official Bootleg
"3-27-2014 / Santiago, CHL / Estadio Monumental (LiveMetallica)",SBD,FLAC HD,Official Bootleg
"3-29-2014 / Buenos Aires, Argentina / Estadio Ciudad de la Plata (LiveMetallica)",SBD,FLAC HD,Official Bootleg
"3-30-2014 / Buenos Aires, ARG / Estadio Ciudad de la Plata (LiveMetallica)",SBD,FLAC HD,Official Bootleg
"5-12-2014 / Los Angeles, CA / Club Nokia (LiveMetallica)",SBD,FLAC HD,Official Bootleg
"5-28-2014 / Helsinki, FIN / Sonisphere at Hietaniemi Beach (LiveMetallica)",SBD,FLAC HD,Official Bootleg
"5-30-2014 / Stockholm, SWE / Gardet Royal Park (LiveMetallica)",SBD,FLAC HD,Official Bootleg
"6-1-2014 / Oslo, NOR / Sonisphere at Valle Hovin (LiveMetallica)",SBD,FLAC HD,Official Bootleg
"6-3-2014 / Horsens, DNK / State Prison Open Air (LiveMetallica)",SBD,FLAC HD,Official Bootleg
"6-4-2014 / Hamburg, DEU / Sonisphere at Imtech Arena (LiveMetallica)",SBD,FLAC HD,Official Bootleg
"6-6-2014 / Nu?rnberg, Germany / Zeppelinfeld (LiveMetallica)",SBD,FLAC HD,Official Bootleg
"6-8-2014 / Nurburg, Germany - Rock am Ring (LiveMetallica)",SBD,FLAC HD,Official Bootleg
