Metallica,Versions,File Type,
,,,
,,,
[2016],,,
"2-6-2016 / San Francisco, CA / AT&T Park (LiveMetallica)",SBD,FLAC HD,Official Bootleg
"4-16-2016 / Berkeley, CA / Rasputin Music (LiveMetallica)",SBD,FLAC HD,Official Bootleg
"8-20-2016 / Minneapolis, MN / US Bank Stadium (LiveMetallica)",SBD,FLAC HD,Official Bootleg
"8-20-2016 / Minneapolis, MN / US Bank Stadium (PCM-M10) (3rd Source) (jitf)",AUD,FLAC  ,
"9-24-2016 / New York, NY / Great Lawn in Central Park - Global Citizen Festival (LiveMetallica)",SBD,FLAC HD,Official Bootleg
"9-27-2016 / New York, NY / Webster Hall (LiveMetallica)",SBD,FLAC HD,Official Bootleg
"10-22-2016 / Mountain View, CA / Shoreline Amphitheatre - Bridge School Benefit (LiveMetallica)",SBD,FLAC HD,Official Bootleg
"10-22-2016 / Mountain View, CA / Shoreline Amphitheatre (Schoeps MK40) (ridemyllama)",AUD,FLAC,
"10-23-2016 / Mountain View, CA / Shoreline Amphitheatre - Bridge School Benefit (LiveMetallica)",SBD,FLAC HD,Official Bootleg
"10-23-2016 / Mountain View, CA / Shoreline Amphitheatre (Schoeps MK40) (ridemyllama)",AUD,FLAC,
"10-26-2016 / San Juan, Puerto Rico / Coliseo Jose Miguel Agrelot (LiveMetallica)",SBD,FLAC HD,Official Bootleg
"10-29-2016 / Quito, Ecuador / Parque Bicentenario (LiveMetallica)",SBD,FLAC HD,Official Bootleg
"11-1-2016 / Bogota, Colombia / Hipodromo de los Andes (LiveMetallica)",SBD,FLAC HD,Official Bootleg
"11-3-2016 / Guatemala City, Guatemala / Estadio Cementos Progreso (LiveMetallica)",SBD,FLAC HD,Official Bootleg
"11-5-2016 / San Jose, Costa Rica / Estadio Nacional de Costa Rica (LiveMetallica)",SBD,FLAC HD,Official Bootleg
"11-18-2016 / London, England / House of Vans (LiveMetallica)",SBD,FLAC HD,Official Bootleg
"11-29-2016 / Toronto, Canada / The Opera House (LiveMetallica)",SBD,FLAC HD,Official Bootleg
"12-15-2016 / Los Angeles, CA / The Fonda Theatre (LiveMetallica)",SBD,FLAC HD,Official Bootleg
"12-17-2016 / Oakland, CA / Fox Theatre (LiveMetallica)",SBD,FLAC HD,Official Bootleg
,,,
[2017],,,
"1-11-2017 / Seoul, South Korea / Gocheok Sky Dome (LiveMetallica)",SBD,FLAC HD,Official Bootleg
"1-15-2017 / Shanghai, China / Mercedes-Benz Arena (LiveMetallica)",SBD,FLAC HD,Official Bootleg
"1-18-2017 / Beijing, China / LeSports Center (LiveMetallica)",SBD,FLAC HD,Official Bootleg
"1-20-2017 / Chek Lap Kok, Hong Kong / AsiaWOrld-Arena (LiveMetallica)",SBD,FLAC HD,Official Bootleg
"1-22-2017 / Singapore, Singapore / Singapore Indoor Stadium (LiveMetallica)",SBD,FLAC HD,Official Bootleg
"2-7-2017 / Copenhagen, Denmark / Royal Arena (LiveMetallica)",SBD,FLAC HD,Official Bootleg
"2-9-2017 / Copenhagen, Denmark / Royal Arena (LiveMetallica)",SBD,FLAC HD,Official Bootleg
"2-12-2017 / Hollywood, CA / Hollywood Palladium (LiveMetallica)",SBD,FLAC HD,Official Bootleg
"3-1-2017 / Mexico City, Mexico / Foro Sol (LiveMetallica)",SBD,FLAC HD,Official Bootleg
"3-3-2017 / Mexico City, Mexico / Foro Sol (LiveMetallica)",SBD,FLAC HD,Official Bootleg
"3-5-2017 / Mexico City, Mexico / Foro Sol (LiveMetallica)",SBD,FLAC HD,Official Bootleg
"3-25-2017 / Sao Paulo, Brazil / Autodromo de Interlagos (Lollapalooza) (LiveMetallica)",SBD,FLAC HD,Official Bootleg
"3-31-2017 / Buenos Aires, Argentina / Hipodromo de San Isidro (Lollapalooza) (LiveMetallica)",SBD,FLAC HD,Official Bootleg
"4-1-2017 / Santiago, Chile / Parque O'Higgins (Lollapalooza) (LiveMetallica)",SBD,FLAC HD,Official Bootleg
"5-10-2017 / Baltimore, MD / M&T Bank Stadium (LiveMetallica)",SBD,FLAC HD,Official Bootleg
"5-12-2017 / Philadelphia, PA / Lincoln Financial Field (LiveMetallica)",SBD,FLAC HD,Official Bootleg
"5-14-2017 / East Rutherford, NJ / MetLife Stadium (LiveMetallica)",SBD,FLAC HD,Official Bootleg
"5-17-2017 / Uniondale, NY / Nassau Coliseum (LiveMetallica)",SBD,FLAC HD,Official Bootleg
"5-19-2017 / Foxborough, MA / Gilette Stadium (LiveMetallica)",SBD,FLAC HD,Official Bootleg
"5-21-2017 / Columbus, OH / Mapfre Stadium - Rock on the Range (LiveMetallica)",SBD,FLAC HD,Official Bootleg
"6-4-2017 / St. Louis, MO / Busch Stadium (LiveMetallica)",SBD,FLAC HD,Official Bootleg
"6-7-2017 / Denver, CO / Sports Authority Field at Mile High (LiveMetallica)",SBD,FLAC HD,Official Bootleg
"6-9-2017 / Newton, IA / Iowa Speedway (LiveMetallica)",SBD,FLAC HD,Official Bootleg
"6-11-2017 / Houston, TX / NRG Stadium (LiveMetallica)",SBD,FLAC HD,Official Bootleg
"6-14-2017 / San Antonio, TX / Alamodome (LiveMetallica)",SBD,FLAC HD,Official Bootleg
"6-16-2017 / Arlington, TX / AT&T Stadium (LiveMetallica)",SBD,FLAC HD,Official Bootleg
"6-18-2017 / Chicago, IL / Soldier Field (LiveMetallica)",SBD,FLAC HD,Official Bootleg
"7-5-2017 / Orlando, FL / Camping World Stadium (LiveMetallica)",SBD,FLAC HD,Official Bootleg
"7-7-2017 / Miami, FL / Hard Rock Stadium (LiveMetallica)",SBD,FLAC HD,Official Bootleg
"7-9-2017 / Atlanta, GA / SunTrust Park (LiveMetallica)",SBD,FLAC HD,Official Bootleg
"7-9-2017 / Atlanta, GA / SunTrust Park (DPA 4028) (george wang)",AUD,FLAC,
"7-12-2017 / Detroit, MI / Comerica Park (LiveMetallica)",SBD,FLAC HD,Official Bootleg
"7-14-2017 / Quebec City, PQ / Plaines d'Abraham - Festival dete de Quebec (LiveMetallica)",SBD,FLAC HD,Official Bootleg
"7-16-2017 / Toronto, Ontario / Rogers Centre (LiveMetallica)",SBD,FLAC HD,Official Bootleg
"7-19-2017 / Montreal, PQ / Parc Jean-Drapeau (LiveMetallica)",SBD,FLAC HD,Official Bootleg
"7-29-2017 / Pasadena, CA / Rose Bowl (LiveMetallica)",SBD,FLAC HD,Official Bootleg
"8-4-2017 / Phoenix, AZ / University of Phoenix Stadium (LiveMetallica)",SBD,FLAC HD,Official Bootleg
"8-6-2017 / San Diego, CA / Petco Park (LiveMetallica)",SBD,FLAC HD,Official Bootleg
"8-9-2017 / Seattle, WA / Centurylink Field (LiveMetallica)",SBD,FLAC HD,Official Bootleg
"8-9-2017 / Seattle, WA / Centurylink Field (jeancoverdesign) (steve bashakus master)",AUD,DVD,
"8-12-2017 / San Francisco, CA / Golden Gate Park - Outside Lands Music & Arts Festival (daspyknows)",AUD,FLAC,
"8-12-2017 / San Francisco, CA / Golden Gate Park - Outside Lands Music & Arts Festival (LiveMetallica)",SBD,FLAC HD,Official Bootleg
"8-14-2017 / Vancouver, BC / BC Place Stadium (LiveMetallica)",SBD,FLAC HD,Official Bootleg
"8-16-2017 / Edmonton, Alberta / Commonwealth Stadium (LiveMetallica)",SBD,FLAC HD,Official Bootleg
"9-2-2017 / Copenhagen, Denmark / Royal Arena (LiveMetallica)",SBD,FLAC HD,Official Bootleg
"9-4-2017 / Amsterdam, Holland / Ziggo Dome (2nd night) (CA-14s) (thierry)",AUD,FLAC,
"9-4-2017 / Amsterdam, Holland / Ziggo Dome (2nd night) (LiveMetallica)",SBD,FLAC HD,Official Bootleg
"9-6-2017 / Amsterdam, Holland / Ziggo Dome (2nd night) (CA-14s) (thierry)",AUD,FLAC,
"9-6-2017 / Amsterdam, Holland / Ziggo Dome (2nd night) (LiveMetallica)",SBD,FLAC HD,Official Bootleg
"9-8-2017 / Paris, France / AccorHotels Arena (1st night) (LiveMetallica)",SBD,FLAC HD,Official Bootleg
"9-10-2017 / Paris, France / AccorHotels Arena (2nd night) (LiveMetallica)",SBD,FLAC HD,Official Bootleg
"9-12-2017 / Lyon, France / Halle Tony Garnier (LiveMetallica)",SBD,FLAC HD,Official Bootleg
"9-14-2017 / Cologne, Germany / Lanxess Arena (1st night) (LiveMetallica)",SBD,FLAC HD,Official Bootleg
"9-16-2017 / Cologne, Germany / Lanxess Arena (2nd night) (LiveMetallica)",SBD,FLAC HD,Official Bootleg
"10-22-2017 / London, England / 02 Arena (1st night) (LiveMetallica)",SBD,FLAC HD,Official Bootleg
"10-24-2017 / London, England / 02 Arena (2nd night) (LiveMetallica)",SBD,FLAC HD,Official Bootleg
"10-26-2017 / Glasgow, Scotland / The SSE Hydro (LiveMetallica)",SBD,FLAC HD,Official Bootleg
"10-28-2017 / Manchester, England / Manchester Arena (LiveMetallica)",SBD,FLAC HD,Official Bootleg
"10-28-2017 / Manchester, England / Manchester Arena (Edirol R09) (andylgr)",AUD,FLAC,
"10-30-2017 / Birmingham, England / Genting Arena (LiveMetallica)",SBD,FLAC HD,Official Bootleg
"11-1-2017 / Antwerp, Belgium / Sportpaleis (1st night) (LiveMetallica)",SBD,FLAC HD,Official Bootleg
"11-3-2017 / Antwerp, Belgium / Sportspaleis (2nd Night) (LiveMetallica)",SBD,FLAC HD,Official Bootleg
"11-9-2017 / San Francisco, CA / AT&T Park - Band Together Bay Area (LiveMetallica)",SBD,FLAC HD,Official Bootleg
,,,
[2018],,,
"2-1-2018 / Lisbon, PRT / Altice Arena (LiveMetallica)",SBD,FLAC HD,Official Bootleg
"2-3-2018 / Madrid, ESP / Wizink Center (LiveMetallica)",SBD,FLAC HD,Official Bootleg
"2-5-2018 / Madrid, ESP / Wizink Center (LiveMetallica)",SBD,FLAC HD,Official Bootleg
"2-7-2018 / Barcelona, ESP / Palau Sant Jordi (LiveMetallica)",SBD,FLAC HD,Official Bootleg
"2-7-2018 / Barcelona, Spain / Palau Sant Jordi (SP-CMC-8) (porcelmc)",AUD,FLAC  ,
"2-10-2018 / Turin, ITA / Pala Alpitour (LiveMetallica)",SBD,FLAC HD,Official Bootleg
"2-10-2018 / Turin, Italy / Pala Alpitour (SP-CMC-8) (porcelmc)",AUD,FLAC,
"2-12-2018 / Bologna, ITA / Unipol Arena (LiveMetallica) ",SBD,FLAC HD,Official Bootleg
"2-14-2018 / Bologna, ITA / Unipol Arena (LiveMetallica) ",SBD,FLAC HD,Official Bootleg
"2-16-2018 / Mannheim, DEU / Sap Arena (LiveMetallica)",SBD,FLAC HD,Official Bootleg
"3-27-2018 / Herning, Denmark / Jyske Bank Boxen (LiveMetallica)",SBD,FLAC HD,Official Bootleg
"3-29-2018 / Hamburg, Germany / Barclayard Arena (LiveMetallica",SBD,FLAC HD,Official Bootleg
"3-31-2018 / Vienna, Austria / Wiener Stadthalle (LiveMetallica)",SBD,FLAC HD,Official Bootleg
"4-2-2018 / Prague, Czech Republic / Arena (LiveMetallica)",SBD,FLAC HD,Official Bootleg
"4-5-2018 / Budapest, Hungary / Sports Arena (LiveMetallica)",SBD,FLAC HD,Official Bootleg
"4-7-2018 / Stuttgart, Germany / Schleyerhalle (LiveMetallica)",SBD,FLAC HD,Official Bootleg
"4-7-2018 / Stuttgart, Germany / Hanns-Martin-Schleyer-Halle (MK41V)",AUD,FLAC,
"4-9-2018 / Stuttgart, Germany / Schleyerhalle (LiveMetallica)",SBD,FLAC HD,Official Bootleg
"4-9-2018 / Stuttgart, Germany / Hanns-Martin-Schleyer-Halle (MK41V)",AUD,FLAC,
"4-11-2018 / Geneva, Switzerland / Palexpo (LiveMetallica)",SBD,FLAC HD,Official Bootleg
"4-26-2018 / Munich, Germany / Olympiahalle (LiveMetallica)",SBD,FLAC HD,Official Bootleg
"4-28-2018 / Krakow, Poland / Tauron Arena (LiveMetallica)",SBD,FLAC HD,Official Bootleg
"4-30-2018 / Leipzig, Germany / Leipzig Arena (LiveMetallica)",SBD,FLAC HD,Official Bootleg
"5-2-2018 / Oslo, Norway / Telenor Arena (LiveMetallica)",SBD,FLAC HD,Official Bootleg
"5-5-2018 / Stockholm, Sweden / Ericsson Globe (LiveMetallica)",SBD,FLAC HD,Official Bootleg
"5-7-2018 / Stockholm, Sweden / Erricson Globe (LiveMetallica)",SBD,FLAC HD,Official Bootleg
"5-9-2018 / Helsinki, Finland / Hartwall Arena (LiveMetallica)",SBD,FLAC HD,Official Bootleg
"5-11-2018 / Helsinki, Finland / Hartwall Arena (LiveMetallica)",SBD,FLAC HD,Official Bootleg
"9-2-2018 / Madison, WI / Kohl Center (LiveMetallica)",SBD,FLAC HD,Official Bootleg
"9-4-2018 / Minneapolis, MN / Target Center (LiveMetallica)",SBD,FLAC HD,Official Bootleg
"9-6-2018 / Lincoln, NE / Pinnacle Bank Arena (LiveMetallica)",SBD,FLAC HD,Official Bootleg
"9-8-2018 / Grand Fork, ND / Alerus Center (LiveMetallica)",SBD,FLAC HD,Official Bootleg
"9-11-2018 / Sioux Falls, SD / Denny Sanford Premier Center (LiveMetallica)",SBD,FLAC HD,Official Bootleg
"9-13-2018 / Winnipeg, Manitoba, Canada / Bell MTS Place (LiveMetallica)",SBD,FLAC HD,Official Bootleg
"9-15-2018 / Saskatchewan, Canada / SaskTel Centre Saskatoon (LiveMetallica)",SBD,FLAC HD,Official Bootleg
"9-26-2018 / San Francisco, CA / Civic Center Plaza (Dreamfest) (LiveMetallica)",SBD,FLAC HD,Official Bootleg
"10-6-2018 / Austin, TX / Austin City Limits - Zilker Park Austin (LiveMetallica)",SBD,FLAC HD,Official Bootleg
"10-13-2018 / Austin, TX / Austin City Limits - Zilker Park (LiveMetallica)",SBD,FLAC HD,Official Bootleg
"10-13-2018 / Austin, TX / Zilker Park - ACL Fest (Olympus LS-P4, LS-12) (exene)",AUD,FLAC,
"10-16-2018 / Milwaukee, WI / Wisconsin Entertainment & Sports Center (LiveMetallica)",SBD,FLAC HD,Official Bootleg
"10-18-2018 / Pittsburgh, PA / PPG Paints Arena (LiveMetallica)",SBD,FLAC HD,Official Bootleg
"10-20-2018 / State College, PA / Bryce Jordan Center (LiveMetallica)",SBD,FLAC HD,Official Bootleg
"10-22-2018 / Charlotte, NC / Spectrum Center (LiveMetallica)",SBD,FLAC HD,Official Bootleg
"10-25-2018 / Philadelphia, PA / Wells Fargo Center (LiveMetallica)",SBD,FLAC HD,Official Bootleg
"10-27-2018 / Buffalo, NY / Keybank Center (LiveMetallica)",SBD,FLAC HD,Official Bootleg
"10-27-2018 / Buffalo, NY / Keybank Center",AUD,DVD,
"10-29-2018 / Albany, NY / Times Union Center (LiveMetallica",SBD,FLAC HD,Official Bootleg
"11-3-2018 / San Francisco, CA / The Masonic (LiveMetallica)",SBD,FLAC HD,Official Bootleg
"11-26-2018 / Las Vegas, NV / T-Mobile Arena (LiveMetallica)",SBD,FLAC HD,Official Bootleg
"11-28-2018 / Boise, ID / Taco Bell Arena (LiveMetallica)",SBD,FLAC HD,Official Bootleg
"11-30-2018 / Salt Lake City, UT / Vivint Smart Home Arena (LiveMetallica)",SBD,FLAC HD,Official Bootleg
"12-2-2018 / Spokane, WA / Spokane Arena (LiveMetallica)",SBD,FLAC HD,Official Bootleg
"12-5-2018 / Portland, OR / Moda Center (LiveMetallica)",SBD,FLAC HD,Official Bootleg
"12-7-2018 / Sacramento, CA / Golden 1 Center (LiveMetallica)",SBD,FLAC HD,Official Bootleg
"12-9-2018 / Fresno, CA / Save Mart Center (LiveMetallica)",SBD,FLAC HD,Official Bootleg
,,,
[2019],,,
"1-16-2019 / Inglewood, CA / The Forum (AT831s) (tapeworm48)",AUD,FLAC,
"1-18-2019 / Tulsa, OK / BOK Center (LiveMetallica)",SBD,FLAC HD,Official Bootleg
"1-20-2019 / Little Rock, AR / Verizon Arena (LiveMetallica)",SBD,FLAC HD,Official Bootleg
"1-22-2019 / Birmingham, AL / Legacy Arena at The BJCC (LiveMetallica) ",SBD,FLAC HD,Official Bootleg
"1-24-2019 / Nashville, TN / Bridgestone Arena (LiveMetallica)",SBD,FLAC HD,Official Bootleg
"1-28-2019 / Raleigh, NC / PNC Arena (LiveMetallica)",SBD,FLAC HD,Official Bootleg
"1-30-2019 / Cincinnati, OH / U.S. Bank Arena (LiveMetallica)",SBD,FLAC HD,Official Bootleg
"2-1-2019 / Cleveland, OH / Quicken Loans Arena (LiveMetallica)",SBD,FLAC HD,Official Bootleg
"2-28-2019 / El Paso, TX / Don Haskins Center (LiveMetallica)",SBD,FLAC HD,Official Bootleg
"3-2-2019 / Lubbock, TX / United Supermarkets Arena (LiveMetallica)",SBD,FLAC HD,Official Bootleg
"3-4-2019 / Wichita, KS / Intrust Bank Arena (LiveMetallica)",SBD,FLAC HD,Official Bootleg
"3-6-2019 / Kansas City, MO / Sprint Center (LiveMetallica)",SBD,FLAC HD,Official Bootleg
"3-11-2019 / Indianaplis, IN / Bankers Life Fieldhouse (SP CMC-08s) (ironchef)",AUD,FLAC 24,
"3-13-2019 / Grand Rapids, MI / Van Andel Arena (LiveMetallica)",SBD,FLAC HD,Official Bootleg
"5-1-2019 / Lisbon, Portugal / Estadio do Restelo (LiveMetallica)",SBD,FLAC HD,Official Bootleg
"5-1-2019 / Lisbon, Portugal / Estadio do Restelo (SP-CMC-8) (porcelmc)",AUD,FLAC,
"5-3-2019 / Madrid, Spain / Valdebebas (LiveMetallica)",SBD,FLAC HD,Official Bootleg
"5-5-2019 / Barcelona, Spain / Estadi Olimpic Lluis Companys (LiveMetallica)",SBD,FLAC HD,Official Bootleg
"5-8-2019 / Milan, Italy / SNAI San Siro Hippodrome (LiveMetallica)",SBD,FLAC HD,Official Bootleg
"5-10-2019 / Zu?rich, Switzerland / Letzigrund (LiveMetallica)",SBD,FLAC HD,Official Bootleg
"5-12-2019 / Paris, France / Stade de France (LiveMetallica)",SBD,FLAC HD,Official Bootleg
"5-12-2019 / Paris, France / Stade de France - Saint Denis (CA11s) (moka17)",AUD,FLAC,
"6-8-2019 / Meath, Ireland / Slane Castle (LiveMetallica)",SBD,FLAC HD,Official Bootleg
"6-11-2019 / Amsterdam, Netherlands / Johan Cruijff Arena (LiveMetallica)",SBD,FLAC HD,Official Bootleg
"6-13-2019 / Cologne, Germany / RheinEnergieStadion (LiveMetallica)",SBD,FLAC HD,Official Bootleg
"6-16-2019 / Brussels, Belgium / Koning Boudewijnstadion (LiveMetallica)",SBD,FLAC HD,Official Bootleg
"6-18-2019 / Manchester, England - Etihad Stadium (LiveMetallica) ",SBD,FLAC HD,Official Bootleg
"6-20-2019 / London, England / Twickenham Stadium (LiveMetallica)",SBD,FLAC HD,Official Bootleg
"7-6-2019 / Berlin, Germany / Olympiastadion (LiveMetallica)",SBD,FLAC HD,Official Bootleg
"7-9-2019 / Gothenburg, Sweden / Ullevi (LiveMetallica)",SBD,FLAC HD,Official Bootleg
"7-11-2019 / Copenhagen, Denmark / Telia Parken (LiveMetallica)",SBD,FLAC HD,Official Bootleg
"7-13-2019 / Trondheim, Norway / Grana?sen (LiveMetallica)",SBD,FLAC HD,Official Bootleg
"7-16-2019 / Hameenlinna, Finland / Kantolan Tapahtumapuisto (LiveMetallica)",SBD,FLAC HD,Official Bootleg
"7-18-2019 / Tartu, Estonia / Raadi Airfield (LiveMetallica)",SBD,FLAC HD,Official Bootleg
"7-21-2019 / Moscow, Russia / Luzhniki Stadium (LiveMetallica)",SBD,FLAC HD,Official Bootleg
"8-14-2019 / Nationala, Romania, Bucharest / Arena (LiveMetallica)",SBD,FLAC HD,Official Bootleg
"8-16-2019 / Vienna, AUS / Ernst-Happel-Stadion (LiveMetallica)",SBD,FLAC HD,Official Bootleg
"8-18-2019 / Prague, Czech Republic / Airport Letnany (LiveMetallica)",SBD,FLAC HD,Official Bootleg
"8-21-2019 / Warsaw, Poland / PGE Narodowy (LiveMetallica)",SBD,FLAC HD,Official Bootleg
"8-23-2019 / Munich, Germany / Olympiastadion Munich (LiveMetallica)",SBD,FLAC HD,Official Bootleg
"8-25-2019 / Mannheim, Germany / Palastzelt Maimarktgela?nde (LiveMetallica)",SBD,FLAC HD,Official Bootleg
"9-8-2019 / San Francisco, CA / S&M II (serosis)",AUD,FLAC,
,,,
[2020],,,
"8-10-2020 / Sonoma, CA / Gundlach-Bundschu Winery (Drive-in Theatre Show) (hellstorm79)",AUD,DVD,
"11-14-2020 / San Rafael, CA / Metallica HQ (LiveMetallica)",SBD,FLAC HD,Official Bootleg
,,,
[2021],,,
"9-16-2021 / San Francisco, CA / The Independent (LiveMetallica) ",SBD,FLAC HD,Official Bootleg
"9-20-2021 / Chicago, IL / Metro (AT831s) (tapeworm48)",AUD,FLAC 24,
"9-20-2021 / Chicago, IL - Metro (LiveMetallica)",SBD,FLAC HD,Official Bootleg
"9-24-2021 / Louisville, KY / Expo Center (LiveMetallica) ",SBD,FLAC HD,Official Bootleg
"9-24-2021 / Louisville, KY / Kentucky Expo Center - Louder Than Life Festival (SP-CMC-8) (porcelmc) ",AUD,FLAC,
"9-26-2021 / Louisville, KY / Expo Center (LiveMetallica)",SBD,FLAC HD,Official Bootleg
"9-26-2021 / Louisville, KY / Louder Than Life Festival (SP-BMC-8) (porcelmc)",AUD,FLAC,
"10-8-2021 / Sacramento, CA / Aftershock at Discovery Park (LiveMetallica)",SBD,FLAC HD,Official Bootleg
"10-10-2021 / Sacramento, CA / Aftershock at Discovery Park (LiveMetallica)",SBD,FLAC HD,Official Bootleg
"11-4-2021 / Hollywood, FL / Hard Rock Live at Seminole Hard Rock & Casino (LiveMetallica)",SBD,FLAC HD,Official Bootleg
"11-6-2021 / Atlanta, GA / AT Live - Mercedes-Benz Stadium (LiveMetallica)",SBD,FLAC HD,Official Bootleg
"11-12-2021 / Daytona Beach, FL / Daytona International Speedway (LiveMetallica)",SBD,FLAC HD,Official Bootleg
"11-12-2021 / Daytona Beach, FL / Welcome to Rockville Festival (SP-CMC-8) (porcelmc) ",AUD,FLAC,
"11-14-2021 / Daytona Beach, FL / The Daytona International Speedway (LiveMetallica)",SBD,FLAC HD,Official Bootleg
"11-27-2021 / Dallas, TX / Globe Life Park (LiveMetallica)",SBD,FLAC HD,Official Bootleg
"12-17-2021 / San Francisco, CA / Chase Center (LiveMetallica)",SBD,FLAC HD,Official Bootleg
"12-17-2021 / San Francisco, CA / Chase Center - 40th Anniversary Show (Night 1) (coda collection)",PRO,DVD,
"12-19-2021 / San Francisco, CA / Chase Center (LiveMetallica)",SBD,FLAC HD,Official Bootleg
"12-19-2021 / San Francisco, CA / Chase Center - 40th Anniversary Show (Night 2) (coda collection)",PRO,DVD,
,,,
[2022],,,
"2-25-2022 / Las Vegas, NV / Allegiant Stadium (LiveMetallica)",SBD,FLAC HD,Official Bootleg
"4-27-2022 / Santiago, Chile / Eastadio Nacional (LiveMetallica) ",SBD,FLAC HD,Official Bootleg
"4-30-2022 / Buenos Aires, Argentina / Campo Argentino de Polo (LiveMetallica)",SBD,FLAC HD,Official Bootleg
"5-5-2022 / Porto Alegre, Brazil /  Estacionamento da Fiergs (LiveMetallica)",SBD,FLAC HD,Official Bootleg
"5-7-2022 / Curitiba, Brazil / Esta?dio Couto Pereira (LiveMetallica) ",SBD,FLAC HD,Official Bootleg
"5-10-2022 / Sa?o Paulo, Brazil / Esta?dio do Morumbi (LiveMetallica)",SBD,FLAC HD,Official Bootleg
"5-12-2022 / Horizonte, Brazil / Esta?dio do Mineira?o Belo (LiveMetallica) ",SBD,FLAC HD,Official Bootleg
"5-27-2022 / Napa, CA / BottleRock Music Festival (LiveMetallica)",SBD,FLAC HD,Official Bootleg
"5-29-2022 / Boston, MA / Calling - Harvard Athletic Complex (LiveMetallica)",SBD,FLAC HD,Official Bootleg
"5-29-2022 / Cambridge, MA / Boston Calling Music Festival (R9 Interior Mics) (ec666)",AUD,FLAC 24,
"6-15-2022 / Copenhagen, Denmark / Copenhell at Refshale?en (LiveMetallica)",SBD,FLAC HD,Official Bootleg
"6-15-2022 / Copenhell, Denmark / K?benhavn (Sony PCM-M10) (nielsen81)",AUD,FLAC,
"6-17-2022 / Landgraaf, Netherlands / Pinkpop Festival at Megaland (LiveMetallica) ",SBD,FLAC HD,Official Bootleg
"6-19-2022 / Florence, Italy / Firenze Rocks at Visarno Arena Firenze (LiveMetallica)",SBD,FLAC HD,Official Bootleg
"6-22-2022 / Prague, Czech Republic / Prague Rocks at Letis?te Praha Letnany (LiveMetallica) ",SBD,FLAC HD,Official Bootleg
"6-24-2022 / Hockenheim, Germany / Download Germany at Hockenheimring (LiveMetallica)",SBD,FLAC HD,Official Bootleg
"6-26-2022 / Clisson, France / Hellfest at Val de Moine (LiveMetallica)",SBD,FLAC HD,Official Bootleg
"7-1-2022 / Werchter, Belgium / Rock Werchter at Festivalpark (LiveMetallica)",SBD,FLAC HD,Official Bootleg
"7-3-2022 / Bilbao, ESP / Bizkaia Rock Day at Estadio San Mames (LiveMetallica)",SBD,FLAC HD,Official Bootleg
"7-6-2022 / Madrid, Spain / Mad Cool Festival at Valdebebas (LiveMetallica)",SBD,FLAC HD,Official Bootleg
"7-8-2022 / Lisbon, Portugal / NOS Alive - Passeio Mari?timo de Alge?s (LiveMetallica) ",SBD,FLAC HD,Official Bootleg
"7-28-2022 / Chicago, IL / Grant Park - Lollapalooza (LiveMetallica)",SBD,FLAC HD,Official Bootleg
"8-11-2022 / Buffalo, NY / Highmark Stadium (LiveMetallica)",SBD,FLAC HD,Official Bootleg
"8-11-2022 / Buffalo, NY / Highmark Stadium (CA-14s) (binko)",AUD,FLAC 24,
"8-14-2022 / Pittsburgh, PA / PNC Park (LiveMetallica)",SBD,FLAC HD,Official Bootleg
"9-24-2022 / New York, NY / Central Park - Global Citizens Festival (LiveMetallica)",SBD,FLAC HD,Official Bootleg
"9-24-2022 / New York, NY / Central Park (Zoom iq5) (unk) ",AUD,FLAC,
"11-6-2022 / Hollywood, FL / Hard Rock Live at Seminole Hard Rock Hotel & Casino (LiveMetallica) ",SBD,FLAC HD,Official Bootleg
"12-16-2022 / Los Angeles, CA / Microsoft Theatre (LiveMetallica)",SBD,FLAC HD,Official Bootleg
,,,
[2023],,,
"4-27-2023 / Amsterdam, The Netherlands / Johan Cruijff Arena (LiveMetallica)",SBD,FLAC HD,Official Bootleg
"4-27-2023 / Amsterdam, The Netherlands / Johan Cruijff Arena (iPhone 12 mini) (thierry) ",AUD,FLAC,
"4-29-2023 / Amsterdam, The Netherlands / Johan Cruijff Arena (LiveMetallica)",SBD,FLAC HD,Official Bootleg
"4-29-2023 / Amsterdam, The Netherlands  / Johan Cruijff Arena (iPhone 12 Mini) (unk)",AUD,FLAC,
"5-17-2023 / Paris, France / Stade de France (LiveMetallica)",SBD,FLAC HD,Official Bootleg
"5-19-2023 / Paris, France / Stade de France (LiveMetallica)",SBD,FLAC HD,Official Bootleg
"5-26-2023 / Hamburg, Germany / Volksparkstadion (LiveMetallica)",SBD,FLAC HD,Official Bootleg
"5-28-2023 / Hamburg, Germany / Volksparkstadion (LiveMetallica)",SBD,FLAC HD,Official Bootleg
"6-8-2023 / Castle Donington, England / Download Festival (LiveMetallica) ",SBD,FLAC HD,Official Bootleg
"6-10-2023 / Castle Donington, England / Download Festival (LiveMetallica) ",SBD,FLAC HD,Official Bootleg
"6-16-2023 / Gothenburg, Sweden / Ullevi Stadium (LiveMetallica)",SBD,FLAC HD,Official Bootleg
"6-18-2023 / Gothenburg, Sweden / Ullevi Stadium (LiveMetallica)",SBD,FLAC HD,Official Bootleg
"8-4-2023 / East Rutherford, NJ / Metlife Stadium (LiveMetallica) ",SBD,FLAC HD,Official Bootleg
"8-6-2023 / East Rutherford, NJ / Metlife Stadium (Sony ECM 717) (ukj69)",AUD,FLAC,
