Tool,Versions,File Type,
Drive - D,,,
,,,
,,,
[1991],,,
"11-10-2023 / Uncasville, CT / Mohegan Sun Arena (Sennheiser ME-104s) (ringfedder)",AUD,FLAC,
"11-13-2023 / Manchseter, NH / SNHU Arena (iPhone 14 Max) (robert)",AUD,FLAC,
"11-13-2023 / Manchester, NH / SNHU Arena (R9 mics) (ec666)",AUD,FLAC 24,
"11-15-2023 / Boston, MA / TD Garden (R9 Internal Mics) (ec666)",AUD,FLAC 24,
"11-15-2023 / Boston, MA / TD Garden (Panasonic TM-900) (unk)",AMT,DVD,
"11-16-2023 / Philadelphia, PA / Wells Fargo Center (iPhone 14 Max) (robert) ",AUD,FLAC,
"11-19-2023 / Montreal, QC / Bell Centre (DPA 4080) (tb)",AUD,FLAC,
"11-19-2023 / Montreal, QC / Bell Center (iPhone 11) (palm0014)",AUD,FLAC 24,
,,,
[2024],,,
"1-12-2024 / New York, NY / Madison Square Garden (Pixel 8 with internal mics) (nklottery)",AUD,FLAC,
"1-13-2024 / New York, NY / Madison Square Garden (DPA SMK4061) (j.mart)",AUD,FLAC 24,
"1-18-2024 / Hollywood, FL / Hard Rock Live - DAT(M) (CSB) (the collective)",AUD,FLAC,
"1-19-2024 / Hollywood, FL / Hard Rock Live - DAT(M) (CSB) (the collective)",AUD,FLAC,
"1-21-2024 / Charlotte, NC / Spectrum Center (iPhone 13 Pro) (shynomi) ",AUD,FLAC 24,
"1-21-2024 / Charlotte, NC / Spectrum Center (Zoom H1N) (unclet1974)",AUD,FLAC 24,
"1-23-2024 / Nashville, TN / Bridgestone Arena (Schoeps MK4s) (tj)",AUD,FLAC 24,
"1-23-2024 / Nashville, TN / Bridgestone Arena (DPA 4061) (geordy)",AUD,FLAC 24,
"1-23-2024 / Nashville, TN / Bridgestone Arena w/ Soundcheck (iPhone 14 Pro MAX) (dscott3866)",AUD,FLAC 24,
"1-24-2024 / Atlanta, GA / State Farm Arena (Schoeps MK4s) (tj) ",AUD,FLAC 24,
"1-24-2024 / Atlanta, GA / State Farm Arena (DPA 4061) (geordy)",AUD,FLAC 24,
"1-24-2024 / Atlanta, GA / State Farm Arena (4K YouTube Rip)",WEB,MP4,
"2-3-2024 / Oklahoma, OK / Paycom (Shure MV88) (coleson dilbeck) (inc) ",AUD,FLAC 24,
"2-3-2024 / Oklahoma City, OK / Paycom Center (MBHO KA200s) (specialk) ",AUD,FLAC 24,
"2-5-2024 / Denver, CO / Ball Arena (AT853s) (zeegrizzle)",AUD,FLAC 24,
"2-5-2024 / Denver, CO / Ball Arena (Olympus LS-P4) (bluejane99)",AUD,FLAC,
"2-5-2024 / Denver, CO / Ball Arena (Olympus LS-P4 + unk) (bluejane99 + anonymous)",MIX,FLAC,
"2-7-2024 / El Paso, TX / Don Haskins Center (Google Pixel) (artyomfanti)",AUD,MP3,
"2-9-2024 / Phoenix, AZ / Footprint Center (iPhone 12) (ohautoparts) ",AUD,FLAC,
"2-9-2024 / Phoenix, AZ / Footprint Center (M) (Aiwa CM30) (the collective)",AUD,FLAC,
"2-9-2024 / Phoenix, AZ / Footprint Center (DPA SMK4061) (j.mart) ",AUD,FLAC 24,
"2-10-2024 / Phoenix, AZ / Footprint Center (M) (Marantz EM 8) (the collective)",AUD,FLAC,
"2-12-2024 / Fresno, CA / Save Mart Center (Schoeps MK4s) (tj)",AUD,FLAC 24,
"2-14-2024 / Los Angeles, CA / Crypto.com Arena (DPA 4063) (dabbler) ",AUD,FLAC,
"2-14-2024 / Los Angeles, CA / Crypto.com Arena (iPhone 14 Max) (robert) ",AUD,MP3,
"2-15-2024 / Los Angeles, CA / Crypto.com Arena (DPA 4061) (distortion) ",AUD,FLAC 24,
"2-15-2024 / Los Angeles, CA / Crypto.com Arena (DPA 4081) (faninor) ",AUD,FLAC 24,
"2-17-2024 / Ontario, CA / Toyota Arena (DPA 4081) (faninor)",AUD,FLAC 24,
"2-18-2024 / Las Vegas, NV / T-Mobile Arena (AT853s) (unk)",AUD,FLAC 24,
"6-1-2024 / Manchester, UK / AO Arena (SP-CMC-8) (unk)",AUD,FLAC 24,
"6-25-2024 / Stockholm, Sweden / Tele2 Arena (SP-CMC-8) (mats666)",AUD,FLAC,
,,,
[2025],,,
"3-7-2025 / Punta Cana, Dominican Republic / Hard Rock Hotel & Casino (Sennheiser Ambeo) (grizzly adams)",AUD,FLAC,
"3-8-2025 / Punta Cana, Dominican Republic / Hard Rock Hotel & Casino (Sennheiser Ambeo) (grizzly adams)",AUD,FLAC 24,
"3-22-2025 / Buenos Aires, ARG / Hipodromo de San Isidro - Lollapalooza",AUD,MP3,
"3-22-2025 / Buenos Aires, ARG / Hipodromo de San Isidro - Lollapalooza",WEB,MKV,
"3-25-2025 / Santiago, Chile / Movistar Arena (CA-11s) (mk360)",AUD,FLAC,
"3-30-2025 / Sao Paulo, Brazil / Interlagos Circuit - Lollapalooza (1080p) ",TV,MP4,
"11-22-2025 / Auckland, New Zealand / Spark Arena (AT853s) (kiwitaper)",AUD,FLAC 24,
"11-23-2025 / Auckland, New Zealand / Spark Arena (AT853s) (kiwitaper)",AUD,FLAC 24,
"12-2-2025 / Perth, AUS / Perth Arena Stadium (SP-CMC-8) (petersell) ",AUD,FLAC 24,
"12-5-2025 / Melbourne, Australia / Flemington Racecourse - Good Things Festival (SP-CMC-8) (petersell) ",AUD,FLAC 24,
"12-11-2025 / Yokohama, Japan / K-Arena Yokohama - Eastern Domination {Xavel-HM-263}",MIX,FLAC,
,,,
[MISC],,,
"XX-XX-1992 / Van Nuys, CA / The Sylvia Massy Outtakes - Bottom at Sound City Studios - DAT(M) ",SBD,FLAC,
"XX-XX-1992 / Van Nuys, CA - The Sylvia Massy Outtakes - Guitar Drum at Sound City Studios - DAT(M)",SBD,FLAC,
"XX-XX-1992 / Van Nuys, CA - The Sylvia Massy Outtakes - Sound FX at Sound City Studios - DAT(M) ",SBD,FLAC,
XX-XX-1992 / Undertow Outtakes,Studio,FLAC,
XX-XX-1995 / D'Amour Demos,SBD,FLAC,
Tool - Demo Tape 1991 (Authentic),,FLAC,
Tool - Demo Tape 1991 (Diff Version),,FLAC,
Tool - Demo Tape 1991 (Remastered),,FLAC,
7-XX-1992 / Sylvia Massey Video,VHS,DVD,
Tool - 1993 Limited Edition Promo,Silver CD,FLAC,
Tool - 1993 Opium Den,Silver CD,FLAC,
Tool - 1993 Prison Sex Single (Germany),Silver CD,FLAC,
Tool - 1993 Sleep Forever,Silver CD,FLAC,
Tool - 1993 Tales from the Darkside,Silver CD,FLAC,
Tool - 1993 Tool's Power,Silver CD,FLAC,
Tool - 1993 Tooltime,Silver CD,FLAC,
Tool - 1994 Dragging Me Down,Silver CD,FLAC,
Tool - 1994 Sober - Tales from the Darkside (Dutch Edition),Silver CD,FLAC,
Tool - 1994 Sober 94,Silver CD,FLAC,
Tool - 1996 Dirge,Silver CD,FLAC,
Tool - 1996 Third Eye,Silver CD,FLAC,
Tool - 1997 Monkey Wrench,Silver CD,FLAC,
Tool - Live Covers + Alternate Versions (Compilation),Compilation,FLAC,
Tool - Prison Sex,Silver CD,FLAC,
Tool - Loving the Alien (2006),Silver CD,FLAC,
"Tool - 10,000 Nights {TSP 500-9-1} (2008)",Silver CD,FLAC,
"Tool - 2002-05-23 - Antwerp, Belgium - Sportpaleis (2002)",Silver CD,FLAC,
Tool - Psychogenic Amnesia (2008),Silver CD,FLAC,
Tool - Live & Rare v1 1997-2006 (EC666) (24-48),Compilation,FLAC 24,
Tool - Live & Rare v2 2006-2019 (EC666) (24-48),Compilation,FLAC 24,
Tool - Live & Rare v3 2006-2019 (EC666) (24-48),Compilation,FLAC 24,
Tool - Limited Editon Promo (Live) (1993) ,,FLAC,
,,,
[OFFICIAL RELEASES],,,
Tool - Opiate (1991) (2019) 24/96,,FLAC HD,
Tool - Undertow (1993) (2019) 24/96,,FLAC HD,
Tool - In Store Play Promo {ZP-17144-2} (1993),,FLAC,
Tool - Selections from ?nima Promo {ZP-172102} (1996),,FLAC,
Tool - ?nima (1996) (2019) 24/96,,FLAC HD,
Tool - Lateralus (2001) (2019) 24/96,,FLAC HD,
"Tool - 10,000 Days (2006) (2019) HDTracks (24/96) ",,FLAC HD,
Tool - Fear Inoculum (2019) HDTracks (24/96) ,,FLAC HD,
Tool - Opiate? (Single) (2022),,FLAC HD,
