Tool,Versions,File Type,
Drive - D,,,
,,,
,,,
[1991],,,
"7-19-2002 / Las Vegas, NV / Thomas & Mack Center (Sony ECM-ZS90) (pr1ck)",AUD,FLAC,
"7-21-2002 / Denver, CO / Pepsi Center (MBHO KA-200) (anonymous)",AUD,FLAC,
"7-21-2002 / Denver, CO / Pepsi Center (ALD) (unk) v2",AUD,FLAC,
"7-21-2002 / Denver, CO / Pepsi Center (ALD (unk) v3",AUD,FLAC,
"7-21-2002 / Denver, CO / Pepsi Center (ALD remaster)",SBD,FLAC,
"7-23-2002 / Fort Worth, TX / Convention Center (CSB) (stephan)",AUD,FLAC,
"7-25-2002 / Tulsa, OK / Tulsa Expo Center (DAC) (b. branch)",AUD,FLAC,
"7-26-2002 / Austin, TX / Frank Irwin Center (Reactive Sounds Spider Stereo) (steven crocker)",AUD,FLAC,
"7-26-2002 / Austin, TX / Frank Irwin Center (CSB) (stephan)",AUD,SHN,
"7-26-2002 / Austin, TX / Frank Irwin Center (AT 853a) (shahid malik)",AUD,FLAC,
"7-27-2002 / Houston, TX / Compaq Center (CSB) (stephan)",AUD,FLAC,
"7-27-2002 / Houston, TX / Compaq Center (Sony MDR-Q33LP/S (unk)",AUD,FLAC,
"7-29-2002 / Shreveport, LA - Centurytel Center (CSB) (stephan)",AUD,FLAC,
"7-30-2002 / Little Rock, AR / Alltel Arena (unk)",AUD,FLAC,
"8-1-2002 / Pensacola, FL / Civic Center (CSB) (unk)",AUD,FLAC,
"8-1-2002 / Pensacola, FL / Civic Center - MD(M)-DAT(M) (CSB) (greg)",AUD,FLAC,
"8-4-2002 / Estero, FL / Teco Arena (CSB) ",AUD,FLAC,
"8-4-2002 / Estero, FL / Teco Arena (CSB/120) (jim charna)",AUD,FLAC,
"8-4-2002 / Estero, FL / Teco Arena - MD(M)-DAT(M) (CSB) (greg)",AUD,FLAC,
"8-5-2002 / Daytona Beach, FL / Ocean Center (CSB)",AUD,FLAC,
"8-5-2002 / Daytona Beach, FL / Ocean Center - MD(M)-DAT(M) (CSB) (greg)",AUD,FLAC,
"8-7-2002 / Greenville, SC / Bi-Lo Center (CSB) ",AUD,FLAC,
"8-7-2002 / Greenville, SC / Bi-Lo Center (CSB/120) (travis simpson)",AUD,FLAC,
"8-7-2002 / Greenville, SC / Bi-Lo Center (SP-SC) (kevin)",AUD,FLAC,
"8-7-2002 / Greenville, SC / Bi-Lo Center - DAT(M) (CSB) (distortion 2020 transfer)",AUD,FLAC,
"8-9-2002 / Richmond, VA / Richmond Coliseum (CSC)",AUD,FLAC,
"8-9-2002 / Richmond, VA / Richmond Coliseum (travis simpson)",AUD,FLAC,
"8-9-2002 / Richmond, VA / Richmond Coliseum - DAT(M) (cps)",AUD,FLAC,
"8-10-2002 / Baltimore, MD / Baltimore Arena (unk vid source)",AUD,MKV,
"8-10-2002 / Baltimore, MD / Baltimore Arena - DAT(M) (CSC) (cps)",AUD,FLAC,
"8-10-2002 / Baltimore, MD / Baltimore Arena (CSC) (unk)",AUD,FLAC,
"8-10-2002 / Baltimore, MD / Baltimore Arena (Sound Professionals) (unk)",AUD,FLAC,
"8-12-2002 / Trenton, NJ / Sovereign Bank Arena (ECM-717) (terry quinto)",AUD,FLAC,
"8-13-2002 / New York, NY / Radio City Music Hall (ECM-MS907) (joe post)",AUD,FLAC,
"8-13-2002 / New York, NY / Radio City Music Hall (SS-DSM6) (kevin)",AUD,FLAC,
"8-13-2002 / New York, NY / Radio City Music Hall (ECM-MS908C) (charles c.)",AUD,FLAC,
"8-13-2002 / New York, NY / Radio City Music Hall (ECM-DS70P) (jared d.)",AUD,FLAC,
"8-13-2002 / New York, NY / Radio City Music Hall (DPA4060) (smagmapig333)",AUD,FLAC,
"8-13-2002 / New York, NY / Radio City Music Hall (Sony ECM-ZS908) (unk)",AUD,DVD,
"8-13-2002 / New York, NY / Radio City Music Hall (Panasonic PC-DV252) (2024 alvarojam upgrade)",AMT,DVD,
"8-15-2002 / East Rutherford, NJ / Continental Airlines Arena (ECM-MS907) (daskrabs)",AUD,FLAC,
"8-17-2002 / Providence, RI / Dunkin Donuts Center (unk vid source)",AUD,FLAC,
"8-18-2002 / Manchester, NH / Verizon Wireless Arena (unk)",AUD,FLAC,
"8-18-2002 / Manchester, NH / Verizon Wireless Arena (ECM-909) (brett r.)",AUD,FLAC,
"8-18-2002 / Manchester, NH / Verizon Wireless Arena - MD(M) (RadioShack mic) (shawn q.)",AUD,FLAC,
"8-18-2002 / Manchester, NH / Verizon Wireless Arena (Sony CCD-TRV940) (rawson)",AUD,FLAC,
"8-18-2002 / Manchester, NH / Verizon Wireless Arena (Hi8) (rawson)",AUD,DVD,
"8-20-2002 / New Haven, CT / New Haven Coliseum (Sony CCD-TRV940) (unk)",AUD,FLAC,
"8-21-2002 / Syracuse, NY / War Memorial at OnCenter (Sony ECM-MS907) (unk)",AUD,FLAC,
"8-21-2002 / Syracuse, NY / War Memorial at OnCenter (SS-DSM-6S/L) (jk)",AUD,FLAC,
"8-21-2002 / Syracuse, NY / War Memorial at OnCenter (CSB) (toaster)",AUD,FLAC,
"8-21-2002 / Syracuse, NY / War Memorial at OnCenter (Sony EMC-MS908C) (charles)",AUD,FLAC,
"8-23-2002 / Buffalo, NY / HSBC Arena (CSB) (unk)",AUD,FLAC,
"8-23-2002 / Buffalo, NY / HSBC Arena (CSB) (toaster)",AUD,FLAC,
"8-23-2002 / Buffalo, NY / HSBC Arena (Sony ECM-717) (unk)",AUD,FLAC,
"8-24-2002 / Ottawa, Ontario / Coral Center (Sony ECM-717) (brandon triance-haldane)",AUD,FLAC,
"8-24-2002 / Ottawa, Ontario / Coral Center (SP-BMC-1) (steve stroud)",AUD,FLAC,
"8-24-2002 / Ottawa, Ontario / Coral Center (CSB) (sp)",AUD,FLAC,
"8-25-2002 / Hamilton, Ontario / Copps Coliseum (CSB) (henry d.)",AUD,FLAC,
"8-25-2002 / Hamilton, Ontario / Copps Coliseum (CSB) (unk)",AUD,FLAC,
"8-25-2002 / Hamilton, Ontario / Copps Coliseum (CSB/120) (toaster and smagmapig)",AUD,FLAC,
"8-25-2002 / Hamilton, Ontario / Copps Coliseum - DAT(M) (Sennheiser MKE-2002) (ms)",AUD,FLAC,
"8-25-2002 / Hamilton, Ontario / Copps Coliseum (unk master)",AUD,DVD,
"8-26-2002 / Detroit, MI / Cobo Arena - MD(M) (Giant Squid Binaurals) (galen)",AUD,FLAC,
"8-26-2002 / Detroit, MI / Cobo Arena (Sony ECM-DS70P) (tyler)",AUD,FLAC,
"8-26-2002 / Detroit, MI / Cobo Arena (CSB) (sp)",AUD,FLAC,
"8-30-2002 / Cleveland, OH / Gund Arena (Sony ECM-717) (unk)",AUD,FLAC,
"8-30-2002 / Cleveland, OH / Gund Arena (Neumann SKM 140s) (genghis cougar mellen khan)",AUD,FLAC,
"8-30-2002 / Cleveland, OH / Gund Arena - MD(M) (Giant Squid Audio Lab Omni) (galen)",AUD,FLAC,
"8-31-2002 / Cincinnati, OH / US Bank Arena (unk)",AUD,FLAC,
"8-31-2002 / Cincinnati, OH / US Bank Arena (ECM-717) (bootmonkey)",AUD,FLAC,
"9-1-2002 / Milwaukee, WI / US Cellular Arena (unk)",AUD,FLAC,
"9-2-2002 / Green Bay, WI / Resch Center (ECM-MS907) (oilman)",AUD,FLAC,
"9-2-2002 / Green Bay, WI / Resch Center - DAT(M) (Sony TCD-D7) (belexes)",AUD,FLAC,
"9-4-2002 / St. Paul, MN / Xcel Energy Center (unk miniDV) (unk)",AUD,FLAC,
"9-4-2002 / St. Paul, MN / Xcel Energy Center (Soundman OKM-II) (corey)",AUD,FLAC,
"9-4-2002 / St. Paul, MN / Xcel Energy Center (ECM-D970P) (brad)",AUD,FLAC,
"9-5-2002 / Omaha, NE / Civic Auditorium (Neumann SKM140s) (unk)",AUD,FLAC,
"9-6-2002 / Ames, IA / Hilton Coliseum (CSB clones) (patrick e.)",AUD,FLAC,
"9-7-2002 / Moline, IL / The Mark (CSB clones) (patrick e.)",AUD,FLAC,
"9-30-2002 / Anchorage, AK / Sullivan Sports Arena (SS-DSM6/L) (d.p.)",AUD,FLAC,
"10-2-2002 / Seattle, WA / Key Arena (AT853a) (jeff smerek)",AUD,FLAC,
"10-6-2002 / Edmonton, Alberta / Skyreach Center (SS-DSM-6S/L) (dave patty)",AUD,FLAC,
"10-7-2002 / Calgary, Alberta / Pengrowth Saddledome (DSM-6S/L) (dave patty)",AUD,FLAC,
"10-8-2002 / Billings, MT / Metra Park Arena (SS-DSM-6S/L) (dave patty)",AUD,FLAC,
"10-10-2002 / Rapid City, SD / Rushmore Plaza Civic Center (MBHO KA-200) (anonymous)",AUD,FLAC,
"10-10-2002 / Rapid City, SD / Rushmore Plaza Civic Center (SS-DSM-6S/L) (dave patty)",AUD,FLAC,
"10-10-2002 / Rapid City, SD / Rushmore Plaza Civic Center (Sony PCM-M1) (anonymous)",IEM,FLAC,
"10-11-2002 / Boulder, CO / Coors Event Center (MBHO KA-200) (anonymous)",AUD,FLAC,
"10-11-2002 / Boulder, CO / Coors Event Center (SS-DSM-6S/L) (dave patty)",AUD,FLAC,
"10-11-2002 / Boulder, CO / Coors Event Center (CSB) (unk)",AUD,FLAC,
"10-12-2002 / Orem, UT / McKay Center (Canon ZR50) (pr1ck)",AUD,FLAC,
"10-13-2002 / Colorado Springs, CO / World Arena (MM Sennheiser MKE40) (unk)",AUD,FLAC,
"10-13-2002 / Colorado Springs, CO / World Arena (SS-DSM-6S/L) (dave patty)",AUD,FLAC,
"10-13-2002 / Colorado Springs, CO / World Arena (MBHO KA-200) (anonymous)",AUD,FLAC,
"10-13-2002 / Colorado Springs, CO / World Arena (CSC) (tractor)",AUD,FLAC,
"10-15-2002 / Sioux Falls, SD / Sioux Falls Arena (SS-DSM-6S/L) (dave patty)",AUD,FLAC,
"10-16-2002 / Kansas City, MO / Kemper Arena (CSB) (unk)",AUD,FLAC,
"10-18-2002 / Kalamazoo, MI / Wings Stadium (CSB) (unk)",AUD,FLAC,
"10-18-2002 / Kalamazoo, MI / Wings Stadium - MD(M) (CSB) (galen)",AUD,FLAC,
"10-19-2002 / Erie, PA / Erie Civic Center (unk)",AUD,FLAC,
"10-19-2002 / Erie, PA / Erie Civic Center (CSB) (henry d.)",AUD,FLAC,
"10-19-2002 / Erie, PA / Erie Civic Center (CSB/120) (toaster)",AUD,FLAC,
"10-19-2002 / Erie, PA / Erie Civic Center (SPPSC) (mike mcelhatten)",AUD,FLAC,
"10-19-2002 / Erie, PA / Erie Civic Center - miniDV(M) (j.p.)",AUD,DVD,
"10-20-2002 / East Lansing, MI, USA / The Breslin Center (MSU Campus) - MD(M) (CSB) (galen)",AUD,FLAC,
"10-23-2002 / Toledo, OH, USA / The Sports Arena - MD(M) (CSB) (galen) ",AUD,FLAC,
"10-24-2002 / Binghampton, NY / Broome County Arena (unk)",AUD,FLAC,
"10-24-2002 / Binghampton, NY / Broome County Arena - DAT(M) (DPA 4062) (troy)",AUD,FLAC,
"10-24-2002 / Binghampton, NY / Broome County Arena - DV(M) (j.p.)",AUD,DVD,
"10-25-2002 / Amherst, MA / Mullings Center (Sony ECM-MS908C) (charles c.)",AUD,FLAC,
"10-26-2002 / Augusta, ME / Augusta Civic Center (Sony CCD-TRV940) (unk)",AUD,FLAC,
"10-26-2002 / Augusta, ME / Augusta Civic Center (Sony ECM-MS908C) (charles c.)",AUD,FLAC,
"10-26-2002 / Augusta, ME / Augusta Civic Center (Radioshack Omni) (shawn q.)",AUD,FLAC,
"10-26-2002 / Augusta, ME / Augusta Civic Center - ANA(x) (unk) (skullrose transfer)",AUD,FLAC,
"10-28-2002 / Lowell, MA / Tsongas Arena (CSC) (adat8)",AUD,FLAC,
"10-29-2002 / Philadelphia, PA / First Union Arena (unk vid source) (unk)",AUD,FLAC,
"10-29-2002 / Philadephia, PA / First Union Arena - DV(M) (unk)",AMT #1b,DVD,
"10-31-2002 / Uniondale, NY / Nassau Coliseum (ECM-DS70P) (jared d.)",AUD,FLAC,
"10-31-2002 / Uniondale, NY / Nassau Coliseum (unk)",AUD,FLAC,
"10-31-2002 / Uniondale, NY / Nassau Coliseum - VHS(1) (3 Sources) (alvarojam)",AMT #1b,DVD,
"11-2-2002 / Winston-Salem, NC / Lawrence Joel Coliseum (SPPSC) (chris brightwell)",AUD,FLAC,
"11-2-2002 / Winston-Salem, NC / Lawrence Joel Coliseum (Optimus CTR-113) (thomas)",AUD,FLAC,
"11-2-2002 / Winston-Salem, NC / Lawrence Joel Coliseum - DAT(M) (CSC) (travis simpson)",AUD,FLAC,
"11-3-2002 / Roanoke, VA / Civic Center (CSB/120) (travis simpson)",AUD,FLAC,
"11-5-2002 / Knoxville, TN / Knoxville Civic Coliseum (CSC) (travis simpson)",AUD,FLAC,
"11-5-2002 / Knoxville, TN / Knoxville Civic Coliseum (SPPSC) (chris brightwell)",AUD,FLAC,
"11-5-2002 / Knoxville, TN / Knoxville Civic Coliseum (Panasonic WM-61A) (unk)",AUD,FLAC,
"11-7-2002 / Tallahassee, FL / Leon County Civic Center (CSB) (unk)",AUD,FLAC,
"11-7-2002 / Tallahassee, FL / Leon County Civic Center (Sony MDR-Q33LP/S) (unk)",AUD,FLAC,
"11-12-2002 / San Antonio, TX / Freeman Coliseum (CSB) (stephan)",AUD,FLAC,
"11-13-2002 / Laredo, TX / Laredo Arena (CSB) (stephan)",AUD,FLAC,
"11-15-2002 / Beaumont, TX / Montagne Center (CSB) (stephan)",AUD,FLAC,
"11-16-2002 / Oklahoma City, OK / Cox Convention Center (CSB/120) (benjamin branch)",AUD,FLAC,
"11-16-2002 / Oklahoma City, OK / Cox Convention Center (Sony MDR-Q33LP/S) (unk)",AUD,FLAC,
"11-18-2002 / Albuquerque, NM / Tingley Coliseum (MBHO KA-200) (anonymous)",AUD,FLAC,
"11-19-2002 / Phoenix, AZ / America West Arena (Sony ECM-MS907) (daskrabs)",AUD,FLAC,
"11-19-2002 / Phoenix, AZ / America West Arena (CSB/120) (jeff s.)",AUD,FLAC,
"11-19-2002 / Phoenix, AZ / America West Arena (AT853a) (ken jalen)",AUD,FLAC,
"11-19-2002 / Phoenix, AZ / America West Arena (Sony ECM-MS907) (daskrabs)",AUD,FLAC,
"11-19-2002 / Phoenix, AZ / America West Arena (CSB/95) (stephen stromberg)",AUD,FLAC,
"11-21-2002 / San Diego, CA / Cox Arena (CSC) (chucky)",AUD,FLAC,
"11-21-2002 / San Diego, CA / Cox Arena (unk)",AUD,DVD,
"11-22-2002 / Fresno, CA / Selland Arena (CSB) (armen)",AUD,FLAC,
"11-22-2002 / Fresno, CA / Selland Arena (DPA 4060) (elec pryor)",AUD,FLAC,
"11-22-2002 / Fresno, CA / Selland Arena (ECM-MS908C) (sean gallemore)",AUD,FLAC,
"11-22-2002 / Fresno, CA / Selland Arena (Realistics 33-1095) (joe)",AUD,FLAC,
"11-22-2002 / Fresno, CA / Selland Arena (Schoeps MK4s) (alex coluzzi)",AUD,FLAC,
"11-22-2002 / Fresno, CA / Selland Arena (DPA 4061) (brad ziegler)",AUD,FLAC,
"11-23-2002 / Reno, NV / Lawlor Event Center (CSB) (armen)",AUD,FLAC,
"11-23-2002 / Reno, NV / Lawlor Event Center (ECM-MS908C) (sean gallemore)",AUD,FLAC,
"11-23-2002 / Reno, NV / Lawlor Event Center (DPA 4061) (unk)",AUD,FLAC,
"11-24-2002 / Long Beach, CA / Long Beach Arena (ECM-MS907) (daskrabs)",AUD,FLAC,
"11-24-2002 / Long Beach, CA / Long Beach Arena (CSB) (armen)",AUD,FLAC,
"11-24-2002 / Long Beach, CA / Long Beach Arena (ECM_MS908C) (sean gallemore)",AUD,FLAC,
"11-24-2002 / Long Beach, CA / Long Beach Arena (ECM-717) (clint)",AUD,FLAC,
"11-24-2002 / Long Beach, CA / Long Beach Arena (SPSB) (ron)",AUD,FLAC,
"11-24-2002 / Long Beach, CA / Long Beach Arena - DAT(M) (DPA 4061s) (ed davis)",AUD,FLAC,
,,,
[2006],,,
"4-30-2006 / Indio, CA / Coachella (SPPSC) (karl frinkle)",AUD,FLAC,
"4-30-2006 / Indio, CA / Coachella (DPA 4060) (boldcaptain)",AUD,FLAC,
"4-30-2006 / Indio, CA / Coachella (AT853) (robin cunningham)",AUD,FLAC,
"4-30-2006 / Indio, CA / Coachella (DPA 4061s) (distortion)",AUD,FLAC,
"4-30-2006 / Indio, CA / Coachella (Sanken COS 11s) (jeff shaw)",AUD,FLAC,
"4-30-2006 / Indio, CA / Coachella - DAT(M) (CSB) (boldcaptain & sbdjohnny)",AUD,FLAC,
"4-30-2006 / Indio, CA / Coachella (CSB) (boldcaptain & sbdjohnny)",AUD,FLAC,
"4-30-2006 / Indio, CA / Coachella (DPA 4061s) (adam lancaster)",AUD,FLAC,
"4-30-2006 / Indio, CA / Coachella - MiniDV(M) (Sony TRV-900) (alvarojam)",AMT #1b,DVD,
"5-2-2006 / Seattle, WA / Paramount Theatre (CSSC) (terrapin5000) ",AUD,FLAC,
"5-2-2006 / Seattle, WA / Paramount Theatre (CSB) (lavatinge)",AUD,FLAC,
"5-4-2006 / Seattle, WA / Paramount Theatre (Neumann KM140s) (wilson66)",AUD,FLAC,
"5-5-2006 / Las Vegas, NV / The Joint (DPA 4061s) (ed davis)",AUD,FLAC,
"5-6-2006 / Phoenix, AZ / Gammage Hall (Sanken COS 11s) (jeff shaw)",AUD,FLAC,
"5-6-2006 / Phoenix, AZ / Gammage Hall (DPA 4061s) (ed davis)",AUD,FLAC,
"5-8-2006 / Dallas, TX / McFarlin Auditorium (SP-CMC-8) (toriphilemaria)",AUD,FLAC,
"5-8-2006 / Dallas, TX / McFarlin Auditorium (DSM-6S/L) (chris m.)",AUD,FLAC,
"5-8-2006 / Dallas, TX / McFarlin Auditorium (DPA 4061s) (adam lancaster)",AUD,FLAC,
"5-8-2006 / Dallas, TX / McFarlin Auditorium (ECM-909a) (mrfang)",AUD,FLAC,
"5-8-2006 / Dallas, TX / McFarlin Auditorium (CSB) (stephan)",AUD,FLAC,
"5-10-2006 / Denver, CO / Temple Buell Theater (CSB) (nunya)",AUD,FLAC,
"5-10-2006 / Denver, CO / Temple Buell Theater (Schoeps MK41s) (taperbt)",AUD,FLAC,
"5-10-2006 / Denver, CO / Temple Buell Theater (SP-CMC-4) (eric a.)",AUD,FLAC,
"5-11-2006 / Kansas City, MO / Memorial Hall (unk vid source) (unk)",AUD,FLAC,
"5-11-2006 / Kansas City, MO / Memorial Hall - DV(M) (Canon ZR65 MiniDV) (badbonz69) (alvarojam)",AMT #1b,DVD,
"5-12-2006 / Minneapolis, MN / Orpheum Theatre (Audix ADX20-Ds) (brad)",AUD,FLAC,
"5-12-2006 / Minneapolis, MN / Orpheum Theatre (DPA 4061s) (brad)",AUD,FLAC,
"5-12-2006 / Minneapolis, MN / Orpheum Theatre (Audix ADX20-Ds) (brad)",AUD,FLAC,
"5-12-2006 / Minneapolis, MN / Orpheum Theatre (SPPSC) (crazyafroman)",AUD,FLAC,
"5-13-2006 / Chicago, IL / Auditorium Theatre (Sony ECM-DS70P) (dirtrider)",AUD,FLAC,
"5-13-2006 / Chicago, IL / Auditorium Theatre (unk)",IEM,FLAC,
"5-15-2006 / Detroit, MI / Fox Theatre (SP-CMC-1) (jason c.)",AUD,FLAC,
"5-15-2006 / Detroit, MI / Fox Theatre - DAT(M) (DPA 4061) (galen)",AUD,FLAC,
"5-16-2006 / Toronto, Ontario / Hummingbird Theatre (CSB) (toaster)",AUD,FLAC,
"5-16-2006 / Toronto, Ontario / Hummingbird Theatre (AT831s) (steve stroud) ",AUD,FLAC,
"5-16-2006 / Toronto, Ontario / Hummingbird Theatre (SPPSC) (susannah)",AUD,FLAC,
"5-16-2006 / Toronto, Ontario / Hummingbird Theatre (CSC) (bobcat)",AUD,FLAC,
"5-16-2006 / Toronto, Ontario / Hummingbird Theatre - DAT(M) (DPA 4061) (galen)",AUD,FLAC,
"5-17-2006 / Philadelphia, PA / Tower Theatre (DPA 4061s) (neognosis)",AUD,FLAC,
"5-19-2006 / New York, NY / NYC Center (DPA 4061s) (lady3jane)",AUD,FLAC,
"5-19-2006 / New York, NY / NYC Center (DPA 4061s) (adam lancaster)",AUD,FLAC,
"5-20-2006 / New York, NY / NYC Center (MK4s) (crimson)",AUD,FLAC,
"5-20-2006 / New York, NY / NYC Center (MM-BSM-2) (ions)",AUD,FLAC,
"5-20-2006 / New York, NY / NYC Center (DPA 4061s) (adam lancaster)",AUD,FLAC,
"5-21-2006 / Boston, MA / Orpheum Theatre (DPA 4061s) (pg)",AUD,FLAC,
"5-21-2006 / Boston, MA / Orpheum Theatre (Schoeps MK4s) (crimson)",AUD,FLAC,
"5-26-2006 / Lisbon, Portugal / Superrock Festival (Sony ECM-T145) (tiago teixeira)",AUD,FLAC,
"5-26-2006 / Lisbon, Portugal / Superrock Festival (Sony ECM-DS70P) (nuno pereira)",AUD,FLAC,
"5-26-2006 / Lisbon, Portugal / Superrock Festival (Sony ECM-719) (ironpedro)",AUD,FLAC,
"5-30-2006 / Grenoble, France / The Summum (Panasonic Mic) (emptyseas)",AUD,FLAC,
"5-30-2006 / Grenoble, France / The Summum (Soundman OKM-II) (franck bazile)",AUD,FLAC,
"5-31-2006 / Luxembourg City, Luxembourg / Rockhal (Sony ECM-717) (kabi225)",AUD,FLAC,
"5-31-2006 / Luxembourg City, Luxembourg / Rockhal (CSB) (duncan)",AUD,FLAC,
"5-31-2006 / Luxembourg City, Luxembourg / Rockhal (Hama Stereo Digital Mic) (eulenspiegel)",AUD,FLAC,
"5-31-2006 / Luxembourg City, Luxembourg / Rockhal (Sony ECM-719) (elysium)",AUD,FLAC,
"6-3-2006 / Nurburgring, Germany / Rock Im Park (DAC) (thommi)",AUD,FLAC,
"6-4-2006 / Landgraaf, Netherlands / Pinkpop Festival (Sony ECM-719) (progtrol)",AUD,FLAC,
"6-4-2006 / Landgraaf, Netherlands / Pinkpop Festival (CSB) (bliv)",AUD,FLAC,
"6-4-2006 / Landgraaf, Netherlands / Pinkpop Festival - MiniDV(M) (wafels, progtrol, bliv) (alvarojam)",AMT #1b,DVD,
"6-6-2006 / Hamburg, Germany / Sporthalle - DAT(M) (OKM-II) (datmaster)",AUD,FLAC,
"6-6-2006 / Hamburg, Germany / Sporthalle (CSB) (jadg2)",AUD,FLAC,
"6-6-2006 / Hamburg, Germany / Sporthalle *Hamburg 666 Matrix (panelis79)",MTX,FLAC,
"6-7-2006 / Berlin, Germany / Arena Treptow (Shure SM58) (oilofolaf)",AUD,FLAC,
"6-7-2006 / Berlin, Germany / Arena Treptow (Monacor MCE-4000) (chester)",AUD,FLAC,
"6-8-2006 / Dusseldorf, Germany / Philipshalle (Sony ECM-717) (kabi225)",AUD,FLAC,
"6-8-2006 / Dusseldorf, Germany / Philipshalle (CSB) (jadg2)",AUD,FLAC,
"6-8-2006 / Dusseldorf, Germany / Philipshalle (Hama Stereo Digital Mic) (eulenspiegel)",AUD,FLAC,
"6-9-2006 / Leicestershire, England / Download Festival - DAT(M) (CSB) (simon)",AUD,FLAC,
"6-9-2006 / Leicestershire, England / Download Festival (CSB) (rob)",AUD,FLAC,
"6-9-2006 / Leicestershire, England / Download Festival (CSB) (ben)",AUD,FLAC,
"6-9-2006 / Leicestershire, England / Download Festival (unk)",AUD,FLAC,
"6-11-2006 / Glasgow, Scotland / Academy (CSB) (jadg2)",AUD,FLAC,
"6-11-2006 / Glasgow, Scotland / Academy (CSB) (ben)",AUD,FLAC,
"6-13-2006 / London, England / Hammersmith Apollo (CSB) (duncan)",AUD,FLAC,
"6-13-2006 / London, England / Hammersmith Apollo (CSB) (ben)",AUD,FLAC,
"6-14-2006 / London, England / Hammersmith Apollo (CSB) (duncan)",AUD,FLAC,
"6-14-2006 / London, England / Hammersmith Apollo (CSB) (ben)",AUD,FLAC,
"6-14-2006 / London, England / Hammersmith Apollo (DPA 4061s) (per)",AUD,FLAC,
"6-17-2006 / Burgenland, Austria / Nova Rock Festival (SP-CMC-8) (dagobert)",AUD,FLAC,
"6-19-2006 / Milano, Italy / Filaforum (Sony Cybershot P73) (endless_soul)",AUD,FLAC,
"6-19-2006 / Milano, Italy / Filaforum (Sony ECM-77) (paolo)",AUD,FLAC,
"6-21-2006 / Roma, Italy / Foro Italico (unk)",AUD,FLAC,
"6-22-2006 / Bologna, Italy / Land Rover Arena (unk video source)",AUD,FLAC,
"6-24-2006 / Katowice, Poland / Spodek Arena (Monacor MCE-4000) (chester)",AUD,FLAC,
"6-24-2006 / Katowice, Poland / Spodek Arena (Panasonic ECM RP-VC201) (snsik)",AUD,FLAC,
"6-25-2006 / Prague, Czech Republic / T Mobile Arena (Sanken COS-11s) (mmuzik)",AUD,FLAC,
"6-25-2006 / Prague, Czech Republic / T Mobile Arena (TRV255E) (zizlator) (alvarojam) ",AMT #1b,DVD,
"6-27-2006 / Amsterdam, Netherlands / HMH (CSC (wim de vreugd)",AUD,FLAC,
"6-27-2006 / Amsterdam, Netherlands / HMH (SP-CMC-2) (skttrwave)",AUD,FLAC,
"6-27-2006 / Amsterdam, Netherlands / HMH (Sound Binaurals) (bliv)",AUD,FLAC,
"6-28-2006 / Paris, France / Le Zenith (CSC) (anthony)",AUD,FLAC,
"6-28-2006 / Paris, France / Le Zenith (DPA 4060) (franck bazile)",AUD,FLAC,
"6-28-2006 / Paris, France / Le Zenith (Giant Squid Binaurals) (jean-philippe)",AUD,FLAC,
"6-28-2006 / Paris, France / Le Zenith (Sony ECM-717) (nicolas)",AUD,FLAC,
"6-29-2006 / Werchter, Belgium / Werchter Festival (Soundman OKM-II) (pushingme)",AUD,FLAC,
"7-4-2006 / Kristiansand, Norway / Quart Festival (DPA 4061s) (per)",AUD,FLAC,
"7-7-2006 / Gothenburg, Sweden / Metal Town Festival (DPA 4061) (per)",AUD,FLAC,
"7-7-2006 / Gothenburg, Sweden / Metal Town Festival (DPA 4061s) (unk)",AUD,FLAC,
"8-6-2006 / Fresno, CA / Selland Arena (SP-CMC-2) (4intool)",AUD,FLAC,
"8-6-2006 / Fresno, CA / Selland Arena (Schoeps MK4s) (unk)",AUD,FLAC,
"8-6-2006 / Fresno, CA / Selland Arena (unk)",AUD,MP3,
"8-6-2006 / Fresno, CA / Selland Arena - DV(M) (unk) (alvarojam)",AMT #1b,DVD,
"8-12-2006 / Osaka, Japan / Summersonic Festival (unk) *Whatever Flavor (Sylph Records)",AUD,FLAC,
"8-13-2006 / Osaka, Japan / Summersonic Festival (Aiwa Mic) (unk)",AUD,FLAC,
"8-13-2006 / Osaka, Japan / Summersonic Festival (DPA 4061s) (selfdistract)",AUD,FLAC,
"8-18-2006 / Honolulu, HI / Blaisdell Concert Hall (SS-DSM-6S/L) (mr charlie)",AUD,FLAC,
"8-19-2006 / Honolulu, HI / Blaisdell Concert Hall (SS-DSM-6S/L) (mr charlie)",AUD,FLAC,
"8-19-2006 / Honolulu, HI / Blaisdell Concert Hall (Schoeps MK4s) (jcrab66)",AUD,FLAC,
"8-19-2006 / Honolulu, HI / Blaisdell Concert Hall (SP-CMC-2A) (jesse k. shain)",AUD,FLAC,
"8-22-2006 / Vancouver, BC / GM Place (SPPSC) (terrapin5000)",AUD,FLAC,
"8-25-2006 / Edmonton, Alberta / Rexall Center (CSB) (kevin)",AUD,FLAC,
"8-27-2006 / George, WA / The Gorge (DAB) (badur)",AUD,FLAC,
"8-27-2006 / George, WA / The Gorge (DPA 4061s) (adam)",AUD,FLAC,
"8-29-2006 / Salt Lake City, UT / E-center (Audix M1290) (zaphod)",AUD,FLAC,
"8-30-2006 / Englewood, CO / Coors Amphitheatre (DPA 4061s) (tractor)",AUD,FLAC,
